"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Spp1",0,3.8704483149314,0.818,0.161,0,"1","Spp1"
"Lalba",0,3.26989601761951,0.763,0.048,0,"1","Lalba"
"Trf",0,3.06655121000537,0.995,0.311,0,"1","Trf"
"Csn3",0,2.97553254760063,0.946,0.136,0,"1","Csn3"
"Cst3",0,2.58872258252006,0.988,0.697,0,"1","Cst3"
"Plet1",0,2.24374373665907,0.966,0.321,0,"1","Plet1"
"Cd14",0,2.15268698549789,0.865,0.142,0,"1","Cd14"
"Lrg1",0,2.08604741041152,0.739,0.114,0,"1","Lrg1"
"Mfge8",0,2.00919320585904,0.985,0.564,0,"1","Mfge8"
"Cck",0,1.94074462887376,0.621,0.031,0,"1","Cck"
"Lcn2",0,1.68196054420392,0.988,0.618,0,"1","Lcn2"
"Btn1a1",0,1.59994735433572,0.643,0.033,0,"1","Btn1a1"
"Mgst1",0,1.57158040018798,0.988,0.694,0,"1","Mgst1"
"Elf5",0,1.56048295933879,0.723,0.086,0,"1","Elf5"
"Aldoc",0,1.54451701506036,0.862,0.256,0,"1","Aldoc"
"Atp6v1b1",0,1.5151912453442,0.701,0.063,0,"1","Atp6v1b1"
"Tspan8",0,1.41125120982037,0.674,0.088,0,"1","Tspan8"
"Cd81",0,1.36600242444814,0.999,0.817,0,"1","Cd81"
"Hey1",0,1.34871933669384,0.515,0.04,0,"1","Hey1"
"Itm2b",0,1.33811227014403,1,0.988,0,"1","Itm2b"
"Lipa",0,1.2705527321978,0.582,0.067,0,"1","Lipa"
"Clic6",0,1.19724798177317,0.542,0.031,0,"1","Clic6"
"C530043A13Rik",2.95983732192162e-302,1.25086026624033,0.531,0.057,4.41015760966321e-298,"1","C530043A13Rik"
"Folr1",4.4667718035311e-295,1.35228564928726,0.574,0.08,6.65548998726134e-291,"1","Folr1"
"Plin2",5.64683966325915e-287,1.69889205496226,0.811,0.263,8.41379109825614e-283,"1","Plin2"
"Muc15",3.06905966159399e-250,1.17459509781147,0.562,0.09,4.57289889577504e-246,"1","Muc15"
"Csn1s1",4.30128464926541e-249,2.51590802240959,0.567,0.098,6.40891412740546e-245,"1","Csn1s1"
"Ltf",1.19911920471185e-248,2.53837122437452,0.468,0.054,1.78668761502065e-244,"1","Ltf"
"Ier5",1.33102075127924e-232,1.30464371489116,0.909,0.496,1.98322091940607e-228,"1","Ier5"
"Lbp",3.1057965504983e-229,0.952676784552546,0.444,0.053,4.62763686024247e-225,"1","Lbp"
"Ctsh",9.77263551315741e-227,1.11908049567613,0.796,0.27,1.45612269146045e-222,"1","Ctsh"
"Crabp2",7.40110536636638e-223,1.02232490370757,0.531,0.092,1.10276469958859e-218,"1","Crabp2"
"Plb1",4.88636782933136e-221,1.03547354487244,0.528,0.087,7.28068806570372e-217,"1","Plb1"
"Wisp2",1.25064567503976e-219,1.05522457797354,0.432,0.052,1.86346205580925e-215,"1","Wisp2"
"Fcgbp",2.4510892956655e-201,1.16479368627969,0.535,0.102,3.65212305054159e-197,"1","Fcgbp"
"Clu",7.58854992843981e-201,1.13783683933016,0.926,0.459,1.13069393933753e-196,"1","Clu"
"Trim46",4.00585226682911e-198,0.918430284038394,0.465,0.076,5.96871987757537e-194,"1","Trim46"
"Serinc3",1.63898235162792e-197,1.05753338012697,0.921,0.517,2.44208370392561e-193,"1","Serinc3"
"Igfbp5",6.43111101342473e-197,1.09855122897825,0.924,0.46,9.58235541000285e-193,"1","Igfbp5"
"Scnn1b",7.9280627928114e-196,0.756111401744211,0.336,0.03,1.1812813561289e-191,"1","Scnn1b"
"Klf6",2.13955197833207e-193,1.22710694663354,0.969,0.728,3.18793244771478e-189,"1","Klf6"
"Kcnn4",3.42021884041685e-192,0.781079861102888,0.41,0.055,5.09612607222111e-188,"1","Kcnn4"
"Car2",9.6000939286132e-192,1.00005817599146,0.429,0.062,1.43041399536337e-187,"1","Car2"
"Spns3",3.69185047722601e-185,0.843349820098155,0.369,0.045,5.50085721106675e-181,"1","Spns3"
"Slc28a3",8.47715680835945e-184,1.20259908897382,0.363,0.043,1.26309636444556e-179,"1","Slc28a3"
"Csn1s2a",3.19245969264852e-183,3.21899652990589,0.382,0.051,4.75676494204629e-179,"1","Csn1s2a"
"Ehf",4.53013827438967e-180,0.896679625569116,0.446,0.077,6.7499060288406e-176,"1","Ehf"
"Rftn1",4.24494588716399e-177,0.776929280914959,0.328,0.034,6.32496937187434e-173,"1","Rftn1"
"Bglap3",2.9442239822002e-175,1.48166060160869,0.304,0.028,4.38689373347831e-171,"1","Bglap3"
"Ceacam10",4.91031175147452e-174,0.897161626772661,0.334,0.038,7.31636450969703e-170,"1","Ceacam10"
"Wfdc18",5.21566204042015e-174,0.932730263198634,0.555,0.116,7.77133644022602e-170,"1","Wfdc18"
"Rhov",1.45494840860575e-172,1.01845776197637,0.571,0.149,2.16787312882256e-168,"1","Rhov"
"Cldn3",5.75651640214848e-167,0.89431030945171,0.964,0.48,8.57720943920123e-163,"1","Cldn3"
"Wnt5b",1.01666421445118e-161,0.925900897289704,0.519,0.126,1.51482967953226e-157,"1","Wnt5b"
"Plscr2",7.12157979678589e-158,0.866206771033929,0.454,0.091,1.0611153897211e-153,"1","Plscr2"
"Ramp1",3.93633802139338e-156,1.07760112652605,0.576,0.18,5.86514365187614e-152,"1","Ramp1"
"Jund",1.48823402821738e-147,0.844675434692926,0.972,0.841,2.2174687020439e-143,"1","Jund"
"Cp",2.32399931450696e-147,0.922839346221818,0.55,0.153,3.46275897861537e-143,"1","Cp"
"Rpl10",1.98502556601035e-146,0.397277024612308,1,0.998,2.95768809335542e-142,"1","Rpl10"
"Smpdl3a",1.26078472914483e-144,0.801901223082504,0.456,0.101,1.8785692464258e-140,"1","Smpdl3a"
"Gm13889",4.69560605034394e-144,0.933834306283063,0.336,0.05,6.99645301501248e-140,"1","Gm13889"
"Ppp1r2",3.78912743283445e-143,1.07036036949947,0.8,0.501,5.64579987492333e-139,"1","Ppp1r2"
"Ifrd1",3.27259773531107e-140,1.19912378497749,0.8,0.455,4.87617062561349e-136,"1","Ifrd1"
"Cracr2b",1.12602613172671e-138,0.870224602344967,0.686,0.287,1.6777789362728e-134,"1","Cracr2b"
"Dbi",4.64609642945132e-137,0.926469531674465,0.851,0.51,6.92268367988247e-133,"1","Dbi"
"Arhgef6",4.95081247686905e-135,0.712141649328723,0.273,0.032,7.37671059053489e-131,"1","Arhgef6"
"Tgfb3",5.78419430872078e-132,0.850440526355485,0.491,0.136,8.61844951999397e-128,"1","Tgfb3"
"Chst1",3.65675701684511e-130,0.625569809758239,0.255,0.028,5.44856795509922e-126,"1","Chst1"
"Fxyd3",5.80878466369508e-123,0.766021688632064,0.932,0.713,8.65508914890567e-119,"1","Fxyd3"
"Epcam",3.60456779241547e-117,0.690822833529235,0.991,0.823,5.37080601069905e-113,"1","Epcam"
"Csn2",3.94833949102354e-116,2.45578922119657,0.328,0.063,5.88302584162508e-112,"1","Csn2"
"Efhd2",7.67413534193102e-116,1.04878268870025,0.664,0.311,1.14344616594772e-111,"1","Efhd2"
"Nfkbia",6.94528023501876e-114,0.990368991543728,0.901,0.738,1.0348467550178e-109,"1","Nfkbia"
"Cxcl1",3.90746557548288e-112,1.61489376189341,0.548,0.209,5.82212370746949e-108,"1","Cxcl1"
"Snta1",1.26776366210856e-104,0.656666546204174,0.345,0.077,1.88896785654175e-100,"1","Snta1"
"Txnip",9.16387089876415e-104,1.16268567604585,0.584,0.24,1.36541676391586e-99,"1","Txnip"
"Ogfrl1",7.57831925171403e-102,0.656299913740089,0.386,0.098,1.12916956850539e-97,"1","Ogfrl1"
"Zfp36l2",1.81975620822188e-100,0.955430731939759,0.803,0.54,2.71143675025061e-96,"1","Zfp36l2"
"Chka",1.83112242953085e-98,1.01298513895476,0.649,0.33,2.72837242000096e-94,"1","Chka"
"Krt18",2.51444418297017e-95,0.616155770364255,0.995,0.732,3.74652183262555e-91,"1","Krt18"
"Ier3",4.39869310324348e-95,0.811750394994607,0.891,0.681,6.55405272383279e-91,"1","Ier3"
"Barx2",1.05888143499299e-94,0.737110200208938,0.315,0.071,1.57773333813955e-90,"1","Barx2"
"Dcxr",6.00049382836727e-94,0.806060822234785,0.481,0.181,8.94073580426723e-90,"1","Dcxr"
"Tmbim6",7.00218359807375e-93,0.49017244525887,0.965,0.871,1.04332535611299e-88,"1","Tmbim6"
"Ceacam1",1.60418668217764e-92,0.646303893081398,0.338,0.085,2.39023815644469e-88,"1","Ceacam1"
"Arrdc4",3.83810228561812e-92,0.814769622556146,0.444,0.154,5.71877240557101e-88,"1","Arrdc4"
"Cbr2",6.24321270742361e-92,0.914394013386092,0.45,0.155,9.30238693406117e-88,"1","Cbr2"
"Ube2f",1.4685572870575e-91,0.813188367625247,0.615,0.311,2.18815035771568e-87,"1","Ube2f"
"Nqo1",4.59273701694849e-90,0.572612389991869,0.288,0.06,6.84317815525325e-86,"1","Nqo1"
"Dusp5",9.18646296890196e-90,0.973147270418729,0.496,0.193,1.36878298236639e-85,"1","Dusp5"
"Sepp1",3.41123763415461e-89,0.732347990939651,0.669,0.344,5.08274407489036e-85,"1","Sepp1"
"Rps6",1.50727017822374e-84,0.28229727272914,1,0.998,2.24583256555337e-80,"1","Rps6"
"Phlda1",2.04603711731257e-84,0.796881188693866,0.776,0.48,3.04859530479573e-80,"1","Phlda1"
"Ptges",6.71317212990213e-82,0.652149723992008,0.367,0.112,1.00026264735542e-77,"1","Ptges"
"Trps1",8.63044148743253e-80,0.698865853963944,0.623,0.323,1.28593578162745e-75,"1","Trps1"
"Bin1",1.14366363345148e-79,0.598604868983623,0.389,0.125,1.7040588138427e-75,"1","Bin1"
"Ier2",1.54408496697783e-78,0.788919851843783,0.975,0.903,2.30068660079697e-74,"1","Ier2"
"Klf9",9.51451481639823e-77,0.678901216038859,0.686,0.384,1.41766270764334e-72,"1","Klf9"
"Anpep",1.86555996170995e-76,0.531908799497943,0.284,0.069,2.77968434294783e-72,"1","Anpep"
"Slc39a14",7.47356922708956e-76,0.491575761148614,0.268,0.062,1.11356181483634e-71,"1","Slc39a14"
"Lurap1l",1.15789934055077e-74,0.879099452201984,0.487,0.206,1.72527001742064e-70,"1","Lurap1l"
"Osgin2",1.7027801555188e-74,0.629138374340084,0.26,0.06,2.53714243172301e-70,"1","Osgin2"
"Btg2",1.03551235113499e-73,0.728160299904276,0.946,0.855,1.54291340319113e-69,"1","Btg2"
"Slc15a2",2.42408626650415e-73,0.579754603908024,0.339,0.104,3.61188853709119e-69,"1","Slc15a2"
"Cldn7",2.93224660778447e-71,0.608803994548704,0.743,0.407,4.36904744559887e-67,"1","Cldn7"
"Rac3",6.46511529784625e-71,0.548091137267382,0.306,0.086,9.63302179379092e-67,"1","Rac3"
"Syne4",9.15329967850016e-71,0.603921554219886,0.464,0.193,1.36384165209652e-66,"1","Syne4"
"Ckmt1",3.78225502631924e-70,0.504062150355343,0.265,0.066,5.63555998921567e-66,"1","Ckmt1"
"Rora",5.11497622891601e-70,0.539553573176781,0.265,0.066,7.62131458108485e-66,"1","Rora"
"Hddc2",1.4904965976961e-69,0.665504162102935,0.489,0.226,2.2208399305672e-65,"1","Hddc2"
"Id1",2.0146031418107e-69,0.989207963443101,0.375,0.133,3.00175868129794e-65,"1","Id1"
"Fam110a",5.4310878297959e-69,0.74999286515463,0.611,0.339,8.09232086639589e-65,"1","Fam110a"
"Trib1",4.66359501136913e-68,0.747356375484611,0.677,0.408,6.94875656694001e-64,"1","Trib1"
"Ndrg1",6.65977025623226e-68,0.574612147246182,0.366,0.126,9.92305768178606e-64,"1","Ndrg1"
"Hexb",1.07872251715078e-67,0.735876015444348,0.436,0.179,1.60729655055467e-63,"1","Hexb"
"Xbp1",2.20699701991559e-67,0.72728002529786,0.677,0.439,3.28842555967423e-63,"1","Xbp1"
"Krt8",3.26018765778701e-67,0.508712871103536,0.973,0.836,4.85767961010264e-63,"1","Krt8"
"Cmas",4.85715735207298e-67,0.598415981987186,0.383,0.141,7.23716445458874e-63,"1","Cmas"
"Cyb5a",3.58075126726823e-66,0.942863161908356,0.658,0.447,5.33531938822967e-62,"1","Cyb5a"
"Pgp",5.63003317629173e-66,0.669645940199455,0.515,0.259,8.38874943267467e-62,"1","Pgp"
"Cyr61",1.31896362819417e-62,0.97783708469492,0.725,0.478,1.96525580600931e-58,"1","Cyr61"
"Cited2",1.59278829041891e-62,0.932411504750892,0.473,0.216,2.37325455272418e-58,"1","Cited2"
"Shisa5",3.37283750979666e-60,0.601826909437886,0.729,0.498,5.02552788959702e-56,"1","Shisa5"
"Me1",1.88915416942289e-59,0.47988980552024,0.279,0.083,2.81483971244011e-55,"1","Me1"
"Ly6e",7.70694099023527e-59,0.321023093082859,0.987,0.91,1.14833420754506e-54,"1","Ly6e"
"Ptpn18",4.22137316846122e-58,0.554518895335179,0.324,0.114,6.28984602100722e-54,"1","Ptpn18"
"Tob1",4.7226484603659e-58,0.732837145737649,0.713,0.491,7.03674620594519e-54,"1","Tob1"
"Fam3c",6.06355856455229e-58,0.621157399380011,0.634,0.377,9.03470226118291e-54,"1","Fam3c"
"Pim3",3.2718797912071e-57,0.723098869130996,0.606,0.363,4.87510088889858e-53,"1","Pim3"
"Arl4a",1.20074875144727e-56,0.6492787091952,0.386,0.157,1.78911563965643e-52,"1","Arl4a"
"Gm2a",5.33012645475872e-55,0.555318971165905,0.34,0.129,7.94188841759049e-51,"1","Gm2a"
"Isoc1",2.25597228174972e-54,0.591582859927284,0.503,0.258,3.36139869980709e-50,"1","Isoc1"
"Rpl10-ps3",7.18566269940784e-54,0.426894906333074,0.917,0.805,1.07066374221177e-49,"1","Rpl10-ps3"
"1810011O10Rik",7.8983964245768e-54,0.725818979141548,0.491,0.252,1.17686106726194e-49,"1","1810011O10Rik"
"Slc3a2",1.46652316483082e-53,0.508394143553162,0.881,0.758,2.18511951559792e-49,"1","Slc3a2"
"Sqstm1",4.35136560319724e-53,0.709195033556907,0.635,0.398,6.48353474876389e-49,"1","Sqstm1"
"Mrps6",4.56695234953291e-53,0.586594456343043,0.52,0.277,6.80475900080404e-49,"1","Mrps6"
"Cldn4",4.83691022724687e-53,0.695757998720277,0.681,0.402,7.20699623859784e-49,"1","Cldn4"
"Gpx4",4.76439795387828e-52,0.380213170907184,0.965,0.938,7.09895295127864e-48,"1","Gpx4"
"Ctsc",5.67200613135913e-52,0.547629444385829,0.365,0.152,8.45128913572511e-48,"1","Ctsc"
"Chil1",1.05584543998257e-51,0.74627600601973,0.44,0.194,1.57320970557403e-47,"1","Chil1"
"Paqr6",1.04792140664801e-50,0.465444639007648,0.288,0.095,1.56140289590553e-46,"1","Paqr6"
"Errfi1",4.80923560331831e-50,0.640534529239972,0.786,0.592,7.16576104894429e-46,"1","Errfi1"
"Hebp1",6.029936229261e-50,0.476495122237614,0.365,0.15,8.9846049815989e-46,"1","Hebp1"
"Litaf",6.80081623901077e-50,0.524723964715745,0.743,0.559,1.0133216196126e-45,"1","Litaf"
"Tkt",9.06305205312659e-49,0.55231134081471,0.621,0.423,1.35039475591586e-44,"1","Tkt"
"Pde4d",3.00314291952711e-48,0.482657284594727,0.263,0.087,4.47468295009539e-44,"1","Pde4d"
"Ndel1",1.21909933246589e-47,0.548205805792755,0.574,0.346,1.81645800537417e-43,"1","Ndel1"
"Ggh",2.9214640800888e-47,0.553811447424976,0.457,0.237,4.35298147933231e-43,"1","Ggh"
"Nupr1",5.14418072864424e-47,0.421065726673231,0.587,0.321,7.66482928567992e-43,"1","Nupr1"
"Coq10b",5.32078301159909e-46,0.757038332958735,0.595,0.387,7.92796668728264e-42,"1","Coq10b"
"Ccdc129",6.93613139350698e-46,0.442268778488832,0.265,0.088,1.03348357763254e-41,"1","Ccdc129"
"Trim47",3.80047355254526e-45,0.514718893029136,0.34,0.143,5.66270559329244e-41,"1","Trim47"
"Lgals3",6.12976927588244e-45,1.08551284674762,0.377,0.174,9.13335622106484e-41,"1","Lgals3"
"Far1",1.39550318479568e-44,0.493265443583995,0.302,0.117,2.07929974534556e-40,"1","Far1"
"Smagp",1.78138765044804e-44,0.470586822364068,0.473,0.242,2.65426759916758e-40,"1","Smagp"
"Eva1b",8.23332464492383e-44,0.522023267028991,0.542,0.326,1.22676537209365e-39,"1","Eva1b"
"Pnpla2",2.46297985751249e-43,0.461950567491117,0.373,0.171,3.66983998769361e-39,"1","Pnpla2"
"Pnrc1",4.09427315952792e-43,0.378456902686079,0.912,0.77,6.1004670076966e-39,"1","Pnrc1"
"Hilpda",7.49939921202464e-42,0.712205975875672,0.35,0.162,1.11741048259167e-37,"1","Hilpda"
"Tubb2a",9.85156441450895e-42,0.560099639962843,0.559,0.333,1.46788309776183e-37,"1","Tubb2a"
"Id2",3.66027235522296e-41,0.629772059718671,0.528,0.308,5.45380580928221e-37,"1","Id2"
"Psap",9.10870545496915e-41,0.34736480458284,0.905,0.836,1.3571971127904e-36,"1","Psap"
"Aqp5",5.21465038418785e-40,0.434873414207842,0.56,0.311,7.76982907243989e-36,"1","Aqp5"
"Klf7",1.09264317542127e-39,0.491188672956934,0.359,0.165,1.62803833137769e-35,"1","Klf7"
"Rab4a",5.70699106701421e-38,0.445365811896908,0.393,0.198,8.50341668985117e-34,"1","Rab4a"
"Dkkl1",1.51554287257767e-37,0.485094014269787,0.408,0.206,2.25815888014073e-33,"1","Dkkl1"
"Ptp4a1",5.24707383295031e-37,0.536359706726868,0.603,0.419,7.81814001109596e-33,"1","Ptp4a1"
"Irx1",6.19919307797263e-37,0.473713770060519,0.395,0.202,9.23679768617923e-33,"1","Irx1"
"Zfp36",7.29378180887026e-37,0.492924600554703,0.849,0.728,1.08677348952167e-32,"1","Zfp36"
"Anxa2",3.28959038922535e-36,0.444151839068845,0.862,0.744,4.90148967994577e-32,"1","Anxa2"
"Bsg",1.73049816454391e-35,0.291103722198583,0.96,0.859,2.57844226517043e-31,"1","Bsg"
"Ech1",2.07810371867257e-33,0.409470829294105,0.74,0.596,3.09637454082213e-29,"1","Ech1"
"Elf3",3.30524687881659e-33,0.544034038092569,0.408,0.225,4.92481784943672e-29,"1","Elf3"
"Clta",4.75156104218582e-33,0.375315831897526,0.836,0.746,7.07982595285687e-29,"1","Clta"
"Capg",1.31923311948252e-32,0.473726390490488,0.574,0.391,1.96565734802896e-28,"1","Capg"
"Rab25",9.14737503207122e-32,0.361928728338548,0.567,0.356,1.36295887977861e-27,"1","Rab25"
"Egr1",2.13843106693736e-31,0.418587958536358,0.843,0.708,3.18626228973667e-27,"1","Egr1"
"Rfk",3.11816298919001e-31,0.489229037724983,0.369,0.201,4.64606285389311e-27,"1","Rfk"
"Gas6",3.28433743388574e-31,0.48216625760689,0.66,0.459,4.89366277648975e-27,"1","Gas6"
"Tsc22d3",4.04407107740671e-31,0.80049774331192,0.385,0.219,6.025665905336e-27,"1","Tsc22d3"
"Plscr1",6.25069266867802e-31,0.478512449030853,0.446,0.271,9.31353207633025e-27,"1","Plscr1"
"Tmc4",1.1930936067683e-30,0.358905774656963,0.564,0.354,1.77770947408477e-26,"1","Tmc4"
"Junb",1.37365537312234e-29,0.306876570768786,0.989,0.985,2.04674650595228e-25,"1","Junb"
"Arrdc1",1.62127103303027e-29,0.408647263332839,0.358,0.191,2.4156938392151e-25,"1","Arrdc1"
"Nudt4",4.78140558296487e-29,0.436486954500657,0.373,0.207,7.12429431861765e-25,"1","Nudt4"
"Tm4sf1",6.64756137403165e-29,0.630617945587127,0.725,0.56,9.90486644730716e-25,"1","Tm4sf1"
"Cystm1",8.114822657822e-29,0.286400202189534,0.65,0.395,1.20910857601548e-24,"1","Cystm1"
"Nfib",3.76965076279529e-28,0.453484295941031,0.555,0.398,5.61677963656499e-24,"1","Nfib"
"Spint2",7.11085580692803e-28,0.268686556147305,0.961,0.879,1.05951751523228e-23,"1","Spint2"
"Vps37b",1.52630586025404e-27,0.37362668615753,0.263,0.122,2.27419573177852e-23,"1","Vps37b"
"Fosl2",4.82584785163908e-27,0.34311274403809,0.265,0.123,7.19051329894223e-23,"1","Fosl2"
"Ldha",5.32940489217727e-27,0.35507724495365,0.877,0.834,7.94081328934413e-23,"1","Ldha"
"Tead2",2.39906951766045e-26,0.407800976564709,0.421,0.254,3.57461358131407e-22,"1","Tead2"
"Ifnar2",5.20096283216779e-26,0.370405493483464,0.386,0.225,7.74943461993001e-22,"1","Ifnar2"
"Mcl1",8.42728944263216e-26,0.430953649106741,0.381,0.221,1.25566612695219e-21,"1","Mcl1"
"Jun",1.43338165843443e-25,0.41776557350677,0.954,0.894,2.1357386710673e-21,"1","Jun"
"Cd200",5.86897502680186e-25,0.422672459462522,0.52,0.357,8.74477278993478e-21,"1","Cd200"
"Ppp1cb",6.56854441698983e-25,0.38838167435879,0.505,0.348,9.78713118131484e-21,"1","Ppp1cb"
"Prdx4",1.47251459521329e-24,0.395174821305018,0.599,0.453,2.19404674686781e-20,"1","Prdx4"
"Ccnl1",5.46160341868373e-24,0.323428292293954,0.728,0.595,8.13778909383876e-20,"1","Ccnl1"
"Ets2",9.35298694130663e-24,0.432798097293245,0.399,0.248,1.39359505425469e-19,"1","Ets2"
"Pkig",5.59037004134754e-23,0.356074986723588,0.607,0.451,8.32965136160784e-19,"1","Pkig"
"Sdcbp",1.55721552000252e-22,0.34170156875036,0.709,0.594,2.32025112480375e-18,"1","Sdcbp"
"Mkrn1",3.06182277702138e-22,0.380918992202369,0.5,0.36,4.56211593776185e-18,"1","Mkrn1"
"Tgif1",3.82628531085452e-22,0.442049062240443,0.591,0.454,5.70116511317323e-18,"1","Tgif1"
"Btg1",6.81846926562449e-22,0.350099754288654,0.668,0.525,1.01595192057805e-17,"1","Btg1"
"Acadm",8.01526549946545e-22,0.35651950187165,0.43,0.279,1.19427455942035e-17,"1","Acadm"
"Reep5",2.80246620944857e-21,0.321828485250631,0.692,0.566,4.17567465207837e-17,"1","Reep5"
"Plpp2",4.63183840254931e-21,0.354842266963147,0.46,0.315,6.90143921979848e-17,"1","Plpp2"
"Sik1",6.50692484736303e-21,0.387874356849467,0.282,0.153,9.69531802257092e-17,"1","Sik1"
"Neat1",8.16245868894012e-21,0.273869663917251,0.782,0.677,1.21620634465208e-16,"1","Neat1"
"Cdkn1a",1.98305622658929e-20,0.374060920858643,0.63,0.485,2.95475377761805e-16,"1","Cdkn1a"
"Crb3",2.21045737819378e-20,0.340834773480752,0.358,0.212,3.29358149350873e-16,"1","Crb3"
"Hp",2.93617027148269e-19,1.04480124976267,0.264,0.147,4.37489370450921e-15,"1","Hp"
"Pik3r1",1.5962246364277e-18,0.341635071884762,0.446,0.299,2.37837470827728e-14,"1","Pik3r1"
"Atf3",4.13379716409825e-18,0.37433326328083,0.889,0.785,6.1593577745064e-14,"1","Atf3"
"Atp6v1f",1.15030384204977e-17,0.286105878951329,0.76,0.666,1.71395272465415e-13,"1","Atp6v1f"
"Ugp2",1.65381165149979e-17,0.331244531792395,0.369,0.243,2.46417936073469e-13,"1","Ugp2"
"Klf13",2.17389317928466e-17,0.282486917398731,0.291,0.167,3.23910083713415e-13,"1","Klf13"
"Mpzl1",2.34871931506143e-17,0.308295266148336,0.358,0.229,3.49959177944153e-13,"1","Mpzl1"
"Csrnp1",2.45341774190512e-17,0.334301779587789,0.571,0.445,3.65559243543862e-13,"1","Csrnp1"
"Cebpb",2.53893011247403e-17,0.383399342596713,0.351,0.221,3.7830058675863e-13,"1","Cebpb"
"Klf10",2.67533725318037e-17,0.373364249594463,0.477,0.34,3.98625250723875e-13,"1","Klf10"
"Alad",2.89238094740284e-17,0.359793269733452,0.469,0.347,4.30964761163023e-13,"1","Alad"
"Stap2",3.68149689254156e-16,0.285966753528562,0.339,0.217,5.48543036988692e-12,"1","Stap2"
"Rpl6l",5.74059168064389e-16,0.252870806549865,0.796,0.739,8.55348160415939e-12,"1","Rpl6l"
"Srsf5",6.47434129751345e-16,0.259561271682139,0.765,0.677,9.64676853329503e-12,"1","Srsf5"
"Gde1",8.17116751270037e-16,0.373219424486315,0.558,0.457,1.21750395939236e-11,"1","Gde1"
"Tax1bp3",1.40490969190039e-15,0.313194523066525,0.511,0.39,2.09331544093157e-11,"1","Tax1bp3"
"Lysmd2",1.65471601817405e-15,0.351033552788578,0.382,0.264,2.46552686707933e-11,"1","Lysmd2"
"Atp2b1",2.5324856901678e-15,0.299358086385107,0.386,0.257,3.77340367835002e-11,"1","Atp2b1"
"Hes1",2.60837223295951e-15,0.551956633015765,0.572,0.47,3.88647462710967e-11,"1","Hes1"
"Rp9",3.05283373045123e-15,0.299309915037731,0.456,0.341,4.54872225837233e-11,"1","Rp9"
"Tmbim1",4.10824720168217e-14,0.294821475113979,0.393,0.273,6.12128833050644e-10,"1","Tmbim1"
"Slc25a25",5.50091376923001e-14,0.286902737666564,0.327,0.215,8.19636151615271e-10,"1","Slc25a25"
"Anxa1",2.31405062658693e-13,0.304647134732704,0.753,0.663,3.44793543361452e-09,"1","Anxa1"
"Baiap2",3.48364978340951e-13,0.270852442699594,0.331,0.221,5.19063817728017e-09,"1","Baiap2"
"St14",3.76896220955641e-13,0.298410232005837,0.3,0.197,5.61575369223906e-09,"1","St14"
"Ahnak",4.26759406588079e-13,0.283389480035875,0.336,0.226,6.35871515816238e-09,"1","Ahnak"
"Vgll4",4.71494593034659e-13,0.292483700099437,0.324,0.219,7.02526943621642e-09,"1","Vgll4"
"Rnf130",5.53106450230422e-13,0.302561413156248,0.355,0.248,8.24128610843329e-09,"1","Rnf130"
"Iqgap1",1.01504005716769e-12,0.264886086248742,0.282,0.181,1.51240968517986e-08,"1","Iqgap1"
"Atp6ap2",1.0784096790583e-12,0.303885399325439,0.485,0.38,1.60683042179687e-08,"1","Atp6ap2"
"Atp6v1e1",1.77968373185404e-12,0.269708081689795,0.603,0.52,2.65172876046252e-08,"1","Atp6v1e1"
"Snx17",2.33595149378209e-12,0.281255819489204,0.398,0.3,3.48056772573532e-08,"1","Snx17"
"Klf5",9.16482852284871e-12,0.317233534375453,0.295,0.197,1.36555944990446e-07,"1","Klf5"
"Tram1",9.25014032524159e-12,0.274873368391842,0.433,0.33,1.378270908461e-07,"1","Tram1"
"Tacstd2",3.24351724074161e-11,0.490473454106493,0.433,0.34,4.83284068870501e-07,"1","Tacstd2"
"Marc2",4.25981326836477e-11,0.251820273045377,0.464,0.368,6.34712176986351e-07,"1","Marc2"
"Ppp2ca",5.36961489434534e-11,0.359668491932307,0.383,0.293,8.00072619257455e-07,"1","Ppp2ca"
"Cdc42se1",9.34892715833739e-11,0.260811963535049,0.353,0.257,1.39299014659227e-06,"1","Cdc42se1"
"Sdc4",1.16697198714805e-10,0.26422005432962,0.583,0.483,1.7387882608506e-06,"1","Sdc4"
"B4galnt1",1.24475863754908e-10,0.264248611009344,0.303,0.209,1.85469036994813e-06,"1","B4galnt1"
"Dusp6",1.42357380091833e-10,0.348845295010423,0.45,0.349,2.12112496336832e-06,"1","Dusp6"
"Hspa4",6.67418915528019e-10,0.324167109928595,0.345,0.26,9.94454184136748e-06,"1","Hspa4"
"Chmp2b",1.32594811764612e-09,0.270226834708784,0.525,0.449,1.97566269529271e-05,"1","Chmp2b"
"Tbcc",3.02751247550791e-09,0.262873677864093,0.26,0.179,4.51099358850678e-05,"1","Tbcc"
"Os9",7.80315616053573e-09,0.266521875842436,0.331,0.248,0.000116267026791982,"1","Os9"
"Sat1",1.35448394721404e-08,0.398532389447634,0.547,0.472,0.000201818108134892,"1","Sat1"
"Rnpep",2.32458278678202e-08,0.293677850848148,0.331,0.256,0.000346362835230522,"1","Rnpep"
"Poldip2",9.4415514987075e-08,0.259332406182793,0.363,0.29,0.00140679117330742,"1","Poldip2"
"Ly6d1",0,2.81834955750963,0.976,0.188,0,"2","Ly6d"
