"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL31",0,0.488856418871177,1,0.997,0,"0","RPL31"
"RPS27",0,0.422668560095246,1,1,0,"0","RPS27"
"RPS15A",0,0.37410731222469,1,0.999,0,"0","RPS15A"
"RPL32",0,0.368703976862257,1,0.999,0,"0","RPL32"
"RPL34",0,0.367671056112703,1,1,0,"0","RPL34"
"RPL21",0,0.351280543959147,1,1,0,"0","RPL21"
"RPS3A",2.38956870194994e-305,0.343139541685474,1,0.999,4.38246899937619e-301,"0","RPS3A"
"RPS14",5.74956955202879e-302,0.351596514170839,1,0.999,1.05447105584208e-297,"0","RPS14"
"RPS27A",1.29869096775419e-300,0.37692284757723,1,0.999,2.38179923486118e-296,"0","RPS27A"
"RPL35A",1.58173199500505e-299,0.377570710640106,1,0.999,2.90089647883926e-295,"0","RPL35A"
"RPL30",1.1945936324334e-290,0.408266194147199,1,0.998,2.19088472188285e-286,"0","RPL30"
"RPS25",4.97262481572984e-286,0.416596697547274,1,0.997,9.11979391204853e-282,"0","RPS25"
"RPS6",5.42294319932614e-285,0.407432472634488,1,0.999,9.94567782756415e-281,"0","RPS6"
"RPL11",3.54112173286596e-283,0.333543038464056,1,0.999,6.49441725807618e-279,"0","RPL11"
"RPS13",9.66528124599951e-278,0.370754854289008,1,0.998,1.77261258051631e-273,"0","RPS13"
"RPS29",2.02532873655478e-275,0.405707810922915,1,0.999,3.71445290284146e-271,"0","RPS29"
"FHIT",1.10503302791966e-264,0.764914338178895,0.42,0.081,2.02663057320466e-260,"0","FHIT"
"CCR7",1.14025357495761e-255,0.819467703080861,0.655,0.226,2.09122505647226e-251,"0","CCR7"
"RPLP2",3.20898902510678e-249,0.330830824794357,1,0.999,5.88528587204584e-245,"0","RPLP2"
"RPL9",5.33872198135428e-248,0.359476277151525,1,0.998,9.79121611380376e-244,"0","RPL9"
"LEF1",2.44602394562291e-246,0.804657792085432,0.655,0.235,4.48600791627242e-242,"0","LEF1"
"RPL7",2.53724807349875e-221,0.284256830088403,1,0.999,4.6533129667967e-217,"0","RPL7"
"RPS12",9.02621591534796e-220,0.33307184697521,1,0.999,1.65540799887482e-215,"0","RPS12"
"RPL3",1.66414441680998e-214,0.344490279722572,1,0.998,3.0520408604295e-210,"0","RPL3"
"LDHB",1.03504178873362e-213,0.635250032745265,0.954,0.694,1.89826664053746e-209,"0","LDHB"
"RPL13",2.66291608283773e-210,0.274868994154547,1,1,4.8837880959244e-206,"0","RPL13"
"RPL19",1.42409014724577e-209,0.304056181919905,1,0.999,2.61178133004873e-205,"0","RPL19"
"TRAC",6.13792151416449e-198,0.650623182382634,0.955,0.571,1.12569480569777e-193,"0","TRAC"
"RPS20",2.8789584508935e-190,0.354998842082376,1,0.993,5.28000979893868e-186,"0","RPS20"
"RPS23",3.7871047624458e-189,0.303796678093526,1,0.998,6.9455501343256e-185,"0","RPS23"
"EEF1A1",1.19591677391156e-187,0.271080353481455,1,1,2.19331136335381e-183,"0","EEF1A1"
"RPL22",2.88929291971502e-183,0.355268897229366,0.998,0.987,5.29896321475735e-179,"0","RPL22"
"RPL38",3.6960014602279e-183,0.33446939590893,1,0.994,6.77846667805797e-179,"0","RPL38"
"RPS28",2.22193590724123e-181,0.252450788729219,1,0.999,4.07503045388041e-177,"0","RPS28"
"RPS4X",2.05049298702812e-179,0.298343362064238,1,0.999,3.76060413820958e-175,"0","RPS4X"
"RPS3",5.20230475258336e-175,0.306617340950493,1,0.998,9.54102691623788e-171,"0","RPS3"
"RPS16",5.39387292104032e-168,0.29105262459011,0.999,0.997,9.89236293718795e-164,"0","RPS16"
"RPL36",2.18743671273492e-158,0.280964116210968,1,0.997,4.01175893115585e-154,"0","RPL36"
"RPL37",3.15996371046557e-158,0.270129198284183,1,0.998,5.79537344499385e-154,"0","RPL37"
"RPL14",1.00989761197526e-155,0.293775564787023,1,0.993,1.85215222036263e-151,"0","RPL14"
"CD3E",1.24323327718277e-155,0.554805216734898,0.895,0.515,2.28008983035319e-151,"0","CD3E"
"RPL27A",2.26885161776079e-155,0.251031635389608,1,0.998,4.16107386697328e-151,"0","RPL27A"
"NOSIP",9.16766260459543e-153,0.646701278917754,0.78,0.491,1.6813493216828e-148,"0","NOSIP"
"SARAF",1.58162908257661e-151,0.496438602904044,0.958,0.837,2.90070773744551e-147,"0","SARAF"
"RPS8",2.45075619410228e-148,0.278075129608351,1,0.996,4.49468685998358e-144,"0","RPS8"
"RPL4",3.4630747372214e-148,0.331185848457318,0.999,0.984,6.35127906806405e-144,"0","RPL4"
"NPM1",4.6588901783794e-148,0.414809355768273,0.984,0.908,8.54440458714782e-144,"0","NPM1"
"MALAT1",6.03570177460416e-147,0.276601434916424,1,1,1.1069477054624e-142,"0","MALAT1"
"MAL",3.68216393374886e-144,0.614331957448482,0.443,0.157,6.75308865449541e-140,"0","MAL"
"RPS18",1.1861270622446e-143,0.253461973279035,1,1,2.17535703215659e-139,"0","RPS18"
"TCF7",5.35570727772041e-141,0.613587376571011,0.648,0.338,9.82236714733924e-137,"0","TCF7"
"JUNB",5.61030048134146e-141,0.505832838223328,0.969,0.965,1.02892910827802e-136,"0","JUNB"
"PIK3IP1",5.32997919827491e-135,0.619303769648559,0.606,0.303,9.77518184963618e-131,"0","PIK3IP1"
"RPL10A",9.74468997030397e-135,0.278745057048485,0.999,0.994,1.78717614055375e-130,"0","RPL10A"
"CD3D",8.09314189570171e-131,0.473395118941086,0.919,0.549,1.48428222367169e-126,"0","CD3D"
"RPS5",2.30494514238892e-125,0.28915805491593,0.998,0.992,4.22726939114127e-121,"0","RPS5"
"RPS10",1.8543436294465e-122,0.297520974935511,0.997,0.986,3.40086621640488e-118,"0","RPS10"
"CD3G",5.67080574057778e-118,0.543003071744482,0.674,0.36,1.04002577282196e-113,"0","CD3G"
"TRAT1",2.78732601003244e-116,0.560195581175236,0.453,0.184,5.11195590239949e-112,"0","TRAT1"
"LTB",2.97277996265653e-115,0.408271509828078,0.979,0.769,5.45207845151208e-111,"0","LTB"
"RPL23A",2.55615629013232e-113,0.26039215045539,1,0.998,4.68799063610267e-109,"0","RPL23A"
"RPL24",3.30428363144862e-113,0.278663788472518,0.999,0.986,6.06005618007678e-109,"0","RPL24"
"RPL5",1.14817999271712e-110,0.281113184637224,0.998,0.984,2.10576210664319e-106,"0","RPL5"
"GLTSCR2",4.57006187848505e-109,0.366108613295596,0.975,0.911,8.38149348514158e-105,"0","GLTSCR2"
"RPS21",4.72186725935748e-109,0.263190223199384,1,0.989,8.65990455366163e-105,"0","RPS21"
"TOMM7",1.29152326647806e-107,0.343706655255445,0.976,0.934,2.36865367072077e-103,"0","TOMM7"
"TRBC2",2.42376664673185e-107,0.617698989979918,0.79,0.558,4.4451880301062e-103,"0","TRBC2"
"EEF1B2",7.18101755554801e-103,0.328850652654065,0.98,0.931,1.3169986196875e-98,"0","EEF1B2"
"EIF3E",4.71264592223826e-101,0.374012619504191,0.947,0.867,8.64299262138496e-97,"0","EIF3E"
"LEPROTL1",1.17839293991249e-100,0.509437575252696,0.684,0.444,2.1611726517995e-96,"0","LEPROTL1"
"TRABD2A",7.54339069115585e-99,0.494199723527158,0.381,0.152,1.38345785275798e-94,"0","TRABD2A"
"LDLRAP1",4.59176231290077e-97,0.491796796640299,0.471,0.22,8.42129208186001e-93,"0","LDLRAP1"
"ITM2A",1.27835902586026e-93,0.511501296134077,0.368,0.146,2.34451045342772e-89,"0","ITM2A"
"CD7",4.9549041664788e-92,0.351766833854382,0.737,0.431,9.08729424132212e-88,"0","CD7"
"CD27",6.67179104663771e-91,0.442650144369614,0.645,0.372,1.22360647795336e-86,"0","CD27"
"BTG1",4.84092824604056e-86,0.309412746257542,0.987,0.952,8.87826240323839e-82,"0","BTG1"
"LINC00861",2.17052958650816e-85,0.47090419580397,0.477,0.237,3.98075126165596e-81,"0","LINC00861"
"FLT3LG",3.055840017174e-84,0.486657493398882,0.458,0.228,5.60441059149711e-80,"0","FLT3LG"
"EVL",1.22639861605984e-73,0.349686684312717,0.866,0.688,2.24921506185374e-69,"0","EVL"
"AES",1.53169398629603e-73,0.378424926556275,0.826,0.633,2.80912677086692e-69,"0","AES"
"LCK",1.87872531481297e-71,0.358046125444527,0.738,0.468,3.44558222736699e-67,"0","LCK"
"CD40LG",4.68132867892098e-71,0.391393705709153,0.254,0.089,8.58555679714108e-67,"0","CD40LG"
"CAMK4",1.17117207512335e-70,0.437220645458561,0.323,0.14,2.14792958577623e-66,"0","CAMK4"
"BCL11B",2.50180660418742e-70,0.428258013140505,0.363,0.169,4.58831331207973e-66,"0","BCL11B"
"LBH",4.76643043322781e-70,0.426663361681084,0.629,0.4,8.7416334145398e-66,"0","LBH"
"GIMAP7",7.41047577492168e-70,0.452880074210724,0.664,0.455,1.35908125712064e-65,"0","GIMAP7"
"IL7R",3.70931305556906e-69,0.338032273225575,0.672,0.392,6.80288014391366e-65,"0","IL7R"
"LAT",4.16984339432305e-69,0.421518097956744,0.59,0.362,7.64749278518847e-65,"0","LAT"
"RCAN3",4.77910347362978e-69,0.436702777612094,0.41,0.212,8.76487577063702e-65,"0","RCAN3"
"IFITM1",7.69014699905344e-64,0.359295072267475,0.632,0.39,1.4103729596264e-59,"0","IFITM1"
"RGS10",2.15162380936611e-62,0.35131044296962,0.647,0.462,3.94607806637744e-58,"0","RGS10"
"DNAJB1",4.66451640024493e-60,0.453551625539542,0.571,0.382,8.5547230780492e-56,"0","DNAJB1"
"OXNAD1",1.42456876014267e-59,0.407184816250866,0.315,0.146,2.61265910610166e-55,"0","OXNAD1"
"TMEM123",2.74596761192091e-58,0.369302013515218,0.721,0.569,5.03610460026295e-54,"0","TMEM123"
"RPS4Y1",5.36766042639388e-58,0.262951122450503,0.963,0.917,9.84428922200638e-54,"0","RPS4Y1"
"TRBC1",8.96667618164632e-57,0.592740108928176,0.542,0.346,1.64448841171394e-52,"0","TRBC1"
"SOCS3",1.33161695218202e-55,0.515031057799721,0.397,0.228,2.44218549030183e-51,"0","SOCS3"
"AAK1",4.698145650272e-54,0.385178895188999,0.519,0.33,8.61639912259885e-50,"0","AAK1"
"SATB1",1.31998799291173e-53,0.39347484693463,0.367,0.197,2.42085797900012e-49,"0","SATB1"
"CD69",7.36076597489033e-53,0.321661724186056,0.792,0.617,1.34996447979489e-48,"0","CD69"
"C6orf48",2.55667136822508e-52,0.368425388788271,0.715,0.588,4.68893528932479e-48,"0","C6orf48"
"FOXP1",5.22394318828991e-50,0.37350620494106,0.603,0.433,9.5807118073237e-46,"0","FOXP1"
"GYPC",2.61894922159634e-49,0.330448903904499,0.64,0.453,4.80315287240769e-45,"0","GYPC"
"SUSD3",4.68075151600876e-47,0.396360448671903,0.313,0.166,8.58449828036007e-43,"0","SUSD3"
"HSPA8",9.25399285015661e-46,0.277729669198066,0.868,0.742,1.69718228871872e-41,"0","HSPA8"
"RGCC",1.21213160675864e-42,0.32869104058138,0.404,0.247,2.22304936679535e-38,"0","RGCC"
"TXK",1.55582000416833e-42,0.297390451730632,0.265,0.126,2.85337388764471e-38,"0","TXK"
"SLC2A3",2.37452600296274e-42,0.39505096171012,0.6,0.456,4.35488068943367e-38,"0","SLC2A3"
"CLEC2D",6.044241084669e-40,0.291760946959186,0.634,0.462,1.1085138149283e-35,"0","CLEC2D"
"CD6",1.61460817841916e-39,0.338223417096981,0.374,0.222,2.96119139922073e-35,"0","CD6"
"CHMP7",3.59795517110764e-39,0.312432233225467,0.297,0.159,6.59864978381142e-35,"0","CHMP7"
"ETS1",7.35822231577282e-39,0.31326533225308,0.49,0.324,1.34949797271273e-34,"0","ETS1"
"TRAF3IP3",8.7287758505267e-39,0.292990311148937,0.725,0.608,1.6008574909866e-34,"0","TRAF3IP3"
"ACTN1",1.01180587367962e-38,0.307806954061864,0.33,0.189,1.85565197232843e-34,"0","ACTN1"
"RHOH",2.53567400117991e-38,0.337109232140611,0.499,0.335,4.65042611816395e-34,"0","RHOH"
"SELL",8.62351547346609e-38,0.259562502892681,0.799,0.673,1.58155273783368e-33,"0","SELL"
"CMPK1",9.64032097958054e-38,0.298466452401027,0.664,0.547,1.76803486765507e-33,"0","CMPK1"
"OCIAD2",7.88507316749269e-37,0.32603862788007,0.454,0.305,1.44612241891816e-32,"0","OCIAD2"
"DGKA",2.27876471924337e-36,0.296475217583135,0.287,0.156,4.17925449509234e-32,"0","DGKA"
"PIM2",9.04088388541513e-36,0.341588644124586,0.361,0.223,1.65809810458514e-31,"0","PIM2"
"SNHG8",3.22320164235412e-33,0.292601309066329,0.718,0.616,5.91135181207746e-29,"0","SNHG8"
"STAT3",7.97950099358911e-32,0.317908385039185,0.424,0.298,1.46344048222424e-27,"0","STAT3"
"SLFN5",7.06703373908939e-30,0.271036948797895,0.349,0.218,1.29609398774899e-25,"0","SLFN5"
"ST13",6.03976774907637e-29,0.273939331451345,0.645,0.552,1.10769340518061e-24,"0","ST13"
"GPR183",5.85458965009385e-25,0.288084973067368,0.352,0.236,1.07373174182721e-20,"0","GPR183"
"NDFIP1",7.72964676454355e-25,0.270339999010767,0.51,0.414,1.41761721661729e-20,"0","NDFIP1"
"STMN3",5.39795261958389e-24,0.280189372474605,0.257,0.155,9.89984510431685e-20,"0","STMN3"
"ANP32B",7.20162887746475e-24,0.251080607735642,0.64,0.558,1.32077873612703e-19,"0","ANP32B"
"SERINC5",8.60809962916138e-24,0.281864015550718,0.273,0.172,1.5787254719882e-19,"0","SERINC5"
"TECR",2.8521751356391e-23,0.284306737922213,0.423,0.319,5.23088919876212e-19,"0","TECR"
"CYTIP",4.16399092558413e-23,0.269890729854054,0.47,0.372,7.63675935752129e-19,"0","CYTIP"
"BTG2",5.5299871551399e-23,0.256914334843006,0.661,0.569,1.01419964425266e-18,"0","BTG2"
"SNRPN",1.32762204990887e-22,0.25487369142343,0.47,0.357,2.43485883953287e-18,"0","SNRPN"
"GIMAP1",1.00723584098443e-21,0.255522859825206,0.41,0.303,1.84727053236544e-17,"0","GIMAP1"
"MGAT4A",5.66398578552336e-21,0.262332348101323,0.349,0.249,1.03877499306498e-16,"0","MGAT4A"
"CYLD",5.8209487065056e-21,0.258230686205458,0.375,0.271,1.06756199277313e-16,"0","CYLD"
"BCL2",6.63312680452901e-21,0.2899771390565,0.267,0.171,1.21651545595062e-16,"0","BCL2"
"MARCKSL1",2.54142428137231e-19,0.255541002149677,0.351,0.253,4.66097213203681e-15,"0","MARCKSL1"
"ATP1A1",2.82161524998621e-17,0.252811358823389,0.428,0.352,5.17484236847471e-13,"0","ATP1A1"
"RP11-347P5.1",5.98605996811142e-17,0.250125218582396,0.625,0.55,1.09784339815163e-12,"0","RP11-347P5.1"
"CITED2",1.68754371709062e-12,0.283512546699032,0.393,0.327,3.09495517714419e-08,"0","CITED2"
"CCL51",0,2.27876256086523,0.967,0.252,0,"1","CCL5"
"GZMK",0,2.10134009192342,0.778,0.078,0,"1","GZMK"
"LYAR1",0,1.42444005645135,0.823,0.177,0,"1","LYAR"
"TRGC2",0,1.41804918260737,0.635,0.072,0,"1","TRGC2"
"GZMA1",0,1.3525346241329,0.804,0.161,0,"1","GZMA"
"NKG71",0,1.31043961870427,0.879,0.27,0,"1","NKG7"
"CST7",0,1.27518552139981,0.764,0.131,0,"1","CST7"
"IL32",0,1.16315814302932,0.988,0.6,0,"1","IL32"
"CTSW1",0,1.05801512566493,0.877,0.277,0,"1","CTSW"
"KLRG1",0,1.01882108207576,0.587,0.103,0,"1","KLRG1"
"HLA-B",0,0.511961995935445,1,1,0,"1","HLA-B"
"B2M",1.13912900052884e-290,0.394240386689652,1,1,2.08916258696989e-286,"1","B2M"
"HLA-C",3.17837589200894e-283,0.523970582342162,1,0.994,5.8291413859444e-279,"1","HLA-C"
"HLA-A",2.48280730932921e-277,0.564219351669144,0.999,0.993,4.55346860530976e-273,"1","HLA-A"
"DUSP21",6.22708253171563e-272,1.33248557654329,0.77,0.333,1.14204693631665e-267,"1","DUSP2"
"AC092580.4",3.45949512431737e-263,0.7843824785889,0.421,0.067,6.34471405799807e-259,"1","AC092580.4"
"CMC1",1.45597072364435e-223,1.2725149225437,0.538,0.149,2.67025030716375e-219,"1","CMC1"
"KLRD1",7.53587258346598e-220,0.747327368758143,0.472,0.097,1.38207903180766e-215,"1","KLRD1"
"TRGC1",3.8356842305669e-205,1.0523697284668,0.301,0.041,7.03464487885969e-201,"1","TRGC1"
"GZMM",1.04396531124145e-201,0.763918878400568,0.656,0.234,1.91463238081682e-197,"1","GZMM"
"PRF1",2.12414102639412e-201,0.498044160120478,0.493,0.118,3.89567464240681e-197,"1","PRF1"
"CD3D1",2.01340005666802e-196,0.725526996531095,0.945,0.56,3.69257570392915e-192,"1","CD3D"
"HOPX",2.51946742334696e-176,0.658014184782815,0.45,0.111,4.62070325441833e-172,"1","HOPX"
"HCST1",4.99646230281072e-175,0.660540183806371,0.957,0.724,9.16351186335486e-171,"1","HCST"
"CD8A",1.04774260691575e-174,0.826122498085453,0.509,0.151,1.92155994108348e-170,"1","CD8A"
"SYNE2",7.98003963446274e-172,0.720222915577103,0.534,0.174,1.46353926896047e-167,"1","SYNE2"
"SH2D1A",5.26037664354417e-169,0.692394374275412,0.457,0.128,9.64753076426e-165,"1","SH2D1A"
"SAMD3",1.78967731363221e-162,0.637336865258557,0.411,0.103,3.28226819320147e-158,"1","SAMD3"
"CD3E1",4.56040798907318e-162,0.642521011807759,0.917,0.526,8.36378825196022e-158,"1","CD3E"
"MATK",7.92356801490352e-160,0.583712126400009,0.386,0.09,1.4531823739333e-155,"1","MATK"
"CD991",2.3412182063238e-144,0.674115551415732,0.801,0.492,4.29379419039786e-140,"1","CD99"
"NCR3",9.85834930129699e-127,0.700672065096844,0.361,0.1,1.80802126185787e-122,"1","NCR3"
"PYHIN1",3.19279480293366e-125,0.545958798810345,0.37,0.102,5.85558566858033e-121,"1","PYHIN1"
"PPP2R5C",1.40587884556632e-118,0.677718251001158,0.693,0.394,2.57838180276863e-114,"1","PPP2R5C"
"MALAT11",1.41697108009238e-115,0.291410700395534,1,1,2.59872496088943e-111,"1","MALAT1"
"GPR171",2.95341478741938e-114,0.459818684099432,0.252,0.054,5.41656272012714e-110,"1","GPR171"
"TRAC1",2.10488620269495e-112,0.547523307305848,0.939,0.588,3.86036129574254e-108,"1","TRAC"
"C12orf75",3.84479705710748e-112,0.562835647300255,0.475,0.183,7.05135780273512e-108,"1","C12orf75"
"KLRB11",9.42882710399823e-110,1.35011862847034,0.476,0.2,1.72924689087328e-105,"1","KLRB1"
"CCL4",3.94127020827907e-103,0.503104734691166,0.376,0.121,7.22828956198381e-99,"1","CCL4"
"IL7R1",2.49077209664332e-102,0.654015419578661,0.708,0.397,4.56807602524385e-98,"1","IL7R"
"LCK1",1.92717799351716e-101,0.534775980912221,0.787,0.471,3.53444444011048e-97,"1","LCK"
"RARRES3",3.14165491894403e-98,0.547555442769529,0.712,0.432,5.76179512134335e-94,"1","RARRES3"
"CD2",1.08581063990091e-95,0.553751897590314,0.663,0.364,1.99137671357827e-91,"1","CD2"
"CD3G1",2.49275332027313e-92,0.487604385321843,0.69,0.37,4.57170958938092e-88,"1","CD3G"
"MYL12A",1.03384171891016e-91,0.340488421019646,0.979,0.931,1.89606571248123e-87,"1","MYL12A"
"CD8B1",3.37057049491952e-91,0.56739543810045,0.479,0.195,6.1816262876824e-87,"1","CD8B"
"APMAP",1.01554118155157e-89,0.455947191528931,0.376,0.137,1.86250252696558e-85,"1","APMAP"
"TRDC",2.99102829901737e-89,1.19354319113837,0.287,0.09,5.48554590039786e-85,"1","TRDC"
"APOBEC3G1",5.59317434481683e-87,0.524629677961741,0.447,0.193,1.02578817483941e-82,"1","APOBEC3G"
"ARL4C",1.46215545263537e-85,0.537716227536287,0.593,0.322,2.68159310013326e-81,"1","ARL4C"
"MYO1F1",1.48073850149446e-84,0.537881196557006,0.683,0.413,2.71567441174084e-80,"1","MYO1F"
"CALM1",7.94927961689299e-82,0.425857601914958,0.897,0.77,1.45789788173817e-77,"1","CALM1"
"STOM",8.90731532993136e-81,0.417657926723759,0.298,0.097,1.63360163150941e-76,"1","STOM"
"PTPRC",1.60715128721576e-80,0.413530881389064,0.938,0.849,2.94751546075371e-76,"1","PTPRC"
"FYN",7.02398839507613e-80,0.530529077527212,0.513,0.264,1.28819947165696e-75,"1","FYN"
"CHST121",3.31564775282988e-77,0.444261855595754,0.45,0.205,6.08089797868999e-73,"1","CHST12"
"CD271",1.48888030034293e-74,0.509334829013592,0.64,0.383,2.73060647082894e-70,"1","CD27"
"ARPC5L",1.55369483319104e-74,0.478753414460993,0.476,0.236,2.84947632407236e-70,"1","ARPC5L"
"HLA-E",6.66137624487594e-74,0.316773580134601,0.979,0.936,1.22169640331025e-69,"1","HLA-E"
"ACAP1",1.73819197355892e-72,0.440817870477107,0.756,0.522,3.18784407950705e-68,"1","ACAP1"
"SUN2",3.48183527836156e-72,0.471134429712196,0.707,0.483,6.3856859005151e-68,"1","SUN2"
"CD71",2.26459379479759e-69,0.418678168940722,0.719,0.446,4.15326501965878e-65,"1","CD7"
"PRKCH",3.96587989214934e-64,0.440249182522099,0.419,0.202,7.27342372220188e-60,"1","PRKCH"
"TC2N",1.56344152920573e-62,0.431813508426373,0.363,0.161,2.86735176456331e-58,"1","TC2N"
"IL2RB",3.69755087874616e-62,0.29767514862206,0.276,0.095,6.78130831162046e-58,"1","IL2RB"
"ZFP36L2",1.7711258142485e-61,0.421991288535053,0.911,0.827,3.24824474333175e-57,"1","ZFP36L2"
"STK17A",6.85594100934081e-61,0.436625559830627,0.633,0.403,1.2573795811131e-56,"1","STK17A"
"IL2RG",1.27384336400301e-60,0.405001767813917,0.718,0.506,2.33622872958151e-56,"1","IL2RG"
"OPTN",3.91803973910348e-60,0.393507651652359,0.339,0.145,7.18568488151578e-56,"1","OPTN"
"FKBP11",4.07754046722709e-58,0.416077235922561,0.37,0.173,7.47820921689448e-54,"1","FKBP11"
"UBB",4.71870123954717e-58,0.308249563905558,0.94,0.857,8.6540980733295e-54,"1","UBB"
"TPST21",1.44034455315315e-55,0.406017441032612,0.4,0.202,2.64159191048287e-51,"1","TPST2"
"CD247",3.36582855869108e-55,0.377994823759429,0.522,0.298,6.17292957663944e-51,"1","CD247"
"SLC9A3R1",2.63324330833535e-54,0.437734975988287,0.432,0.235,4.82936822748704e-50,"1","SLC9A3R1"
"RORA",3.33974012131122e-54,0.462539529259767,0.371,0.179,6.12508338248478e-50,"1","RORA"
"ZAP70",3.63419074495888e-52,0.40645639261887,0.424,0.221,6.66510582625459e-48,"1","ZAP70"
"PILRB",1.9236403735259e-51,0.394241165715841,0.307,0.135,3.52795644504649e-47,"1","PILRB"
"LITAF",2.3826850048593e-51,0.377477514435851,0.661,0.483,4.36984429891196e-47,"1","LITAF"
"LAT1",1.22700614956526e-50,0.344738378927977,0.601,0.369,2.25032927830269e-46,"1","LAT"
"MT2A",1.76584490159825e-50,0.451616679302764,0.456,0.264,3.23855954953118e-46,"1","MT2A"
"SRSF7",5.51260664517163e-49,0.392598132159228,0.784,0.647,1.01101205872448e-44,"1","SRSF7"
"EHD1",1.08428108098638e-48,0.385506200443468,0.375,0.192,1.98857150252902e-44,"1","EHD1"
"CD96",7.63933789494762e-47,0.361103396994154,0.349,0.169,1.40105456993339e-42,"1","CD96"
"HSP90AA1",1.79234168568563e-46,0.371702865018152,0.817,0.722,3.28715465154745e-42,"1","HSP90AA1"
"C9orf1421",4.8138886502253e-46,0.396530825174121,0.512,0.33,8.8286717845132e-42,"1","C9orf142"
"PIK3R1",7.930920237012e-46,0.389156767653236,0.346,0.174,1.454530771468e-41,"1","PIK3R1"
"ABHD17A",2.72614260167146e-45,0.348883344682825,0.379,0.2,4.99974553146546e-41,"1","ABHD17A"
"ARHGAP25",4.67960821720269e-43,0.362589090805507,0.339,0.172,8.58240147034974e-39,"1","ARHGAP25"
"RPL36AL",2.63926706643332e-42,0.26203664633464,0.933,0.882,4.84041579983871e-38,"1","RPL36AL"
"UBC",2.79077582186921e-41,0.253734087259574,0.966,0.946,5.11828285730812e-37,"1","UBC"
"TRBC21",9.05265010935469e-41,0.373869939178215,0.752,0.572,1.66025603005565e-36,"1","TRBC2"
"IL10RA",2.15026379951552e-40,0.387779427902267,0.476,0.31,3.94358380831146e-36,"1","IL10RA"
"SEPT7",8.32875902709011e-40,0.307883777939307,0.761,0.638,1.52749440556833e-35,"1","SEPT7"
"GUK11",1.02826164985908e-39,0.337452719878384,0.703,0.569,1.88583186584156e-35,"1","GUK1"
"HLA-F",2.42768658102955e-39,0.378492295713728,0.551,0.392,4.4523771896082e-35,"1","HLA-F"
"RNF213",1.06587214046441e-38,0.374035530098556,0.493,0.329,1.95480950561172e-34,"1","RNF213"
"PSMB91",1.54773746549023e-38,0.341652258539034,0.679,0.531,2.83855051170909e-34,"1","PSMB9"
"PIP4K2A",4.43194382997095e-38,0.360093927033698,0.405,0.242,8.12818498416672e-34,"1","PIP4K2A"
"CLDND1",7.31739026629907e-38,0.369757953063858,0.282,0.139,1.34200937483925e-33,"1","CLDND1"
"SPOCK2",8.29782960907927e-38,0.346162284727397,0.468,0.286,1.52182195030514e-33,"1","SPOCK2"
"SKAP1",1.34279146426078e-37,0.319874847725222,0.371,0.203,2.46267954545427e-33,"1","SKAP1"
"ETS11",1.93731983400647e-37,0.337641052259493,0.51,0.327,3.55304457556787e-33,"1","ETS1"
"MBP",2.40189501364363e-37,0.383987957375201,0.416,0.255,4.40507545502243e-33,"1","MBP"
"RUNX3",5.44499469409452e-37,0.309939328666853,0.275,0.131,9.98612026896935e-33,"1","RUNX3"
"PCSK7",6.94545604972327e-37,0.351094316849065,0.57,0.394,1.27379663951925e-32,"1","PCSK7"
"EVL1",1.08497230067913e-35,0.274718752917522,0.85,0.697,1.98983919944552e-31,"1","EVL"
"HSPA81",1.17257809686125e-35,0.263585394391739,0.865,0.747,2.15050822964353e-31,"1","HSPA8"
"CLEC2B",1.55739395683186e-35,0.355219637895202,0.548,0.391,2.85626051682963e-31,"1","CLEC2B"
"PARP8",2.42983767702305e-35,0.30540692659647,0.284,0.142,4.45632229966027e-31,"1","PARP8"
"LINC00869",4.24981321452319e-35,0.336854407747557,0.34,0.186,7.79415743543552e-31,"1","LINC00869"
"TRBC11",3.36246363445798e-34,0.302899252720428,0.554,0.352,6.16675830559594e-30,"1","TRBC1"
"ANXA6",8.42735032865371e-34,0.287793235505849,0.656,0.502,1.54557605027509e-29,"1","ANXA6"
"CNN2",3.10533692475671e-33,0.346009383046466,0.522,0.376,5.6951879200038e-29,"1","CNN2"
"C5orf56",1.45794122949317e-32,0.28079926804053,0.261,0.128,2.67386421489048e-28,"1","C5orf56"
"CDC25B",2.93876828848984e-32,0.317627528685634,0.373,0.218,5.38970104109037e-28,"1","CDC25B"
"PIM1",9.99207366976622e-32,0.323890661622652,0.385,0.232,1.83254631103512e-27,"1","PIM1"
"IKZF3",1.37901589183957e-31,0.293602605989475,0.283,0.147,2.52911514563376e-27,"1","IKZF3"
"ID21",1.56699211784326e-30,0.371749112617362,0.602,0.447,2.87386354412453e-26,"1","ID2"
"PTPN4",2.28769077535165e-30,0.29311590517939,0.36,0.213,4.19562488199493e-26,"1","PTPN4"
"RASAL3",5.61075177477933e-30,0.321655436496712,0.386,0.243,1.02901187549453e-25,"1","RASAL3"
"CDC42EP31",1.72618482533649e-29,0.291141816732416,0.383,0.237,3.16582296966712e-25,"1","CDC42EP3"
"ARHGAP15",5.39889032558299e-29,0.31280501804805,0.502,0.358,9.90156485711921e-25,"1","ARHGAP15"
"KIAA1551",9.57929989707499e-29,0.318881028369382,0.448,0.303,1.75684360112355e-24,"1","KIAA1551"
