"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Krt14",2.41687374293323e-173,1.29822009321733,0.993,0.387,3.38990711183814e-169,"0","Krt14"
"Cxcl14",7.96863797420351e-163,1.1538601568749,0.996,0.374,1.11768116226178e-158,"0","Cxcl14"
"Krt17",8.51194979573863e-163,1.3325405754615,0.963,0.348,1.1938860783503e-158,"0","Krt17"
"Cnn1",1.68330188396344e-150,1.0734991611977,0.978,0.35,2.36099922244712e-146,"0","Cnn1"
"Tagln",2.934306082983e-150,1.10637329478322,0.987,0.382,4.11565771199195e-146,"0","Tagln"
"Tpm2",1.73831423766959e-149,1.09095461251287,0.985,0.4,2.43815954975537e-145,"0","Tpm2"
"Acta2",3.8710653770957e-141,1.09102551376616,0.998,0.433,5.42955629791443e-137,"0","Acta2"
"Csrp1",1.49817092276729e-137,1.0012495982012,0.996,0.624,2.1013345362734e-133,"0","Csrp1"
"Myl9",1.11824141668472e-134,0.98546174342823,0.98,0.371,1.56844541104199e-130,"0","Myl9"
"Sparc",1.61032973977692e-131,0.891492852376873,0.981,0.385,2.25864849301111e-127,"0","Sparc"
"Apoe",5.91226255763843e-130,0.960976154392333,0.998,0.638,8.29253946334367e-126,"0","Apoe"
"Slpi",2.57066840316976e-128,1.35724932422914,0.914,0.407,3.60561950228591e-124,"0","Slpi"
"Ifitm3",6.68861841108651e-128,0.856618652572545,0.993,0.801,9.38145618338994e-124,"0","Ifitm3"
"Krt5",7.07609619644834e-116,1.00072581646139,0.822,0.313,9.92493252513844e-112,"0","Krt5"
"Vim",3.24286610382136e-115,0.956787621749144,0.822,0.297,4.54844399721984e-111,"0","Vim"
"Myl6",9.57257927467803e-112,0.69478328272253,0.996,0.96,1.34264996906634e-107,"0","Myl6"
"1500015O10Rik",1.16162356798653e-97,0.862239355545556,0.76,0.282,1.62929321645791e-93,"0","1500015O10Rik"
"Dstn",1.18642286208758e-97,0.673384681029439,0.985,0.869,1.66407670636404e-93,"0","Dstn"
"Ctsl",3.39379544057207e-95,0.772939344608556,0.961,0.731,4.76013748494638e-91,"0","Ctsl"
"Calm2",2.70764943630525e-93,0.614656855572395,0.994,0.956,3.79774909936174e-89,"0","Calm2"
"Socs3",1.74292339933057e-92,0.768765616552217,0.98,0.751,2.44462435990105e-88,"0","Socs3"
"1600014C10Rik",1.13428942948172e-89,0.886117443609237,0.868,0.408,1.59095435379106e-85,"0","1600014C10Rik"
"Icam1",1.30851653349759e-89,0.920208250931061,0.764,0.337,1.83532528988372e-85,"0","Icam1"
"Cald1",8.41769990186277e-89,0.867370127367344,0.768,0.321,1.18066658823527e-84,"0","Cald1"
"Postn",1.04172755564355e-88,0.855769899060975,0.704,0.248,1.46112706954565e-84,"0","Postn"
"Sfn",1.44619602894949e-87,0.787418887638616,0.963,0.816,2.02843455020455e-83,"0","Sfn"
"Myh11",3.65439001829473e-85,0.852273982550816,0.703,0.269,5.12564743966018e-81,"0","Myh11"
"Prss23",6.27697103218024e-85,0.864647974278191,0.764,0.347,8.80407956973601e-81,"0","Prss23"
"Tuba1a",2.77708223219126e-80,0.738685403822221,0.846,0.46,3.89513553887146e-76,"0","Tuba1a"
"Marcksl1",1.72305710300023e-77,0.720645979497278,0.941,0.739,2.41675989266812e-73,"0","Marcksl1"
"Gas1",2.11822490879857e-77,0.905662982022901,0.675,0.271,2.97102225708087e-73,"0","Gas1"
"Rbpms",7.11429005403765e-77,0.795620241867042,0.788,0.426,9.97850322979321e-73,"0","Rbpms"
"Mylk",3.76118193313927e-76,0.79246946307073,0.695,0.269,5.27543377942114e-72,"0","Mylk"
"Tpm1",3.15771971251551e-74,0.697081784725163,0.87,0.592,4.42901766877425e-70,"0","Tpm1"
"Palld",6.23848638993341e-73,0.796728619037676,0.678,0.275,8.7501010105206e-69,"0","Palld"
"Cpne8",2.15072380487071e-68,0.843286070914781,0.563,0.215,3.01660520871166e-64,"0","Cpne8"
"Lhfp",9.29106102417205e-66,0.80860217017331,0.626,0.27,1.30316421925037e-61,"0","Lhfp"
"Hspb1",5.39835710168477e-63,0.584593544040008,0.926,0.747,7.57173567082306e-59,"0","Hspb1"
"Zfp36l1",7.84837636141905e-59,0.716401118035227,0.851,0.667,1.10081326845264e-54,"0","Zfp36l1"
"Perp",3.16253640409429e-58,0.739176916045154,0.753,0.449,4.43577356038265e-54,"0","Perp"
"Ctgf",4.67301243877276e-55,0.849888974497283,0.569,0.228,6.55436724662268e-51,"0","Ctgf"
"Serpinh1",1.03627596696189e-54,0.544875450523639,0.831,0.503,1.45348067126074e-50,"0","Serpinh1"
"Ifitm2",1.36549790906393e-53,0.472371954636816,0.961,0.912,1.91524736725307e-49,"0","Ifitm2"
"Il17b",4.09868480001235e-52,0.635616147102775,0.589,0.247,5.74881530049733e-48,"0","Il17b"
"Gsn",4.8649595714197e-51,0.437773809759119,0.805,0.592,6.82359229487327e-47,"0","Gsn"
"Ddx5",2.47030083310699e-50,0.401456625056109,0.993,0.977,3.46484394851586e-46,"0","Ddx5"
"Fam101b",4.6679394191304e-50,0.760227891064468,0.628,0.334,6.5472518292723e-46,"0","Fam101b"
"Mdk",2.43468480375684e-49,0.786369345827331,0.515,0.223,3.41488890574935e-45,"0","Mdk"
"Oxtr",4.78337790335406e-49,0.69295898617131,0.506,0.207,6.7091658472444e-45,"0","Oxtr"
"Tsc22d1",2.1896552621864e-48,0.696232722978229,0.903,0.792,3.07121047074264e-44,"0","Tsc22d1"
"Spon2",2.61805729520841e-48,0.732186738240757,0.515,0.222,3.67208716225931e-44,"0","Spon2"
"Tshz2",9.4735499085131e-48,0.728540024081239,0.435,0.165,1.32876011016805e-43,"0","Tshz2"
"Pxdc1",3.17495125670967e-47,0.829838515474846,0.589,0.311,4.45318663266098e-43,"0","Pxdc1"
"Cotl1",5.19729122976852e-47,0.601467907191261,0.703,0.407,7.28972067887333e-43,"0","Cotl1"
"Aldh2",6.63281034211702e-47,0.640265195710058,0.747,0.539,9.30317978585333e-43,"0","Aldh2"
"Maff",8.79066706103939e-47,0.628818272525371,0.844,0.649,1.23297896198138e-42,"0","Maff"
"Lgals1",2.11439536854818e-46,0.6280326499775,0.532,0.23,2.96565094392568e-42,"0","Lgals1"
"App",1.60943629291076e-45,0.58517356284529,0.805,0.667,2.25739534443663e-41,"0","App"
"Igfbp7",4.06046478020066e-45,0.270654824098457,0.584,0.289,5.69520790070945e-41,"0","Igfbp7"
"Fblim1",4.81395557185979e-45,0.66615207110051,0.442,0.176,6.75205408509054e-41,"0","Fblim1"
"Hspa8",2.79687959339999e-44,0.311941007054907,0.998,0.996,3.92290331770282e-40,"0","Hspa8"
"Ftl1",4.64241693610468e-44,0.302223225398875,1,0.997,6.51145399458042e-40,"0","Ftl1"
"Slc25a4",5.70507044803105e-44,0.432547569174279,0.929,0.832,8.00193181040836e-40,"0","Slc25a4"
"Pdlim3",1.15709434656264e-43,0.713102097202305,0.619,0.342,1.62294053048876e-39,"0","Pdlim3"
"Rbp1",9.95387609767078e-43,0.394091541381754,0.673,0.334,1.3961306614593e-38,"0","Rbp1"
"Alpl",1.18980423724104e-42,0.730209058134864,0.457,0.204,1.66881942315428e-38,"0","Alpl"
"Wsb1",2.35577040168815e-42,0.715831891280986,0.686,0.484,3.3042035654078e-38,"0","Wsb1"
"Timp3",2.7022962299657e-42,0.60647018314802,0.424,0.168,3.79024069214989e-38,"0","Timp3"
"Tpt1",2.96044892705379e-42,0.314557195425607,0.993,0.984,4.15232566508565e-38,"0","Tpt1"
"Nfix",3.99465320355985e-42,0.690949069566818,0.55,0.298,5.60290058331305e-38,"0","Nfix"
"Fhod3",6.72894400002645e-42,0.686504967544901,0.411,0.158,9.4380168544371e-38,"0","Fhod3"
"Gfra2",1.06346751048065e-40,0.655803974351239,0.288,0.084,1.49161953020015e-36,"0","Gfra2"
"Bgn",1.80578187206488e-40,0.604554282260158,0.472,0.206,2.5327896537582e-36,"0","Bgn"
"Mt1",3.29943739139201e-40,0.52645405500274,0.877,0.814,4.62779088516643e-36,"0","Mt1"
"Smtn",2.25137070518574e-39,0.716826307970889,0.426,0.185,3.15777255109351e-35,"0","Smtn"
"Eln",2.50892293706412e-39,0.684645231575755,0.437,0.182,3.51901531152614e-35,"0","Eln"
"Ubc",2.57324003958409e-39,0.343029283762329,0.996,0.994,3.60922647952065e-35,"0","Ubc"
"Mt2",4.3892031772665e-39,0.556316082741819,0.825,0.669,6.15629637643399e-35,"0","Mt2"
"Dnaja1",5.09205630584198e-39,0.490326691220214,0.866,0.815,7.14211817457396e-35,"0","Dnaja1"
"Vwa1",7.48584868970757e-39,0.656727302555547,0.481,0.22,1.04996513721838e-34,"0","Vwa1"
"Plxdc2",2.3693342828621e-38,0.656635214847726,0.401,0.168,3.32322826514238e-34,"0","Plxdc2"
"Rnase4",4.57819220490372e-38,0.678328851786222,0.476,0.232,6.42137238659796e-34,"0","Rnase4"
"Pros1",1.13646169999124e-37,0.649210418291355,0.428,0.189,1.59400118040771e-33,"0","Pros1"
"Gas6",3.99197338321696e-37,0.518505654706226,0.747,0.487,5.59914186730011e-33,"0","Gas6"
"Hsp90aa1",9.8057770799108e-37,0.518158348610651,0.835,0.768,1.37535829322829e-32,"0","Hsp90aa1"
"Pmp22",1.90732700116594e-36,0.462833797106279,0.431,0.191,2.67521685183534e-32,"0","Pmp22"
"Capns1",4.5991306894625e-36,0.425801135001547,0.862,0.809,6.4507407050401e-32,"0","Capns1"
"Arc",6.32136946284997e-36,0.734863208903132,0.383,0.162,8.86635280859337e-32,"0","Arc"
"Fam129a",1.23211607133259e-35,0.658322864999878,0.372,0.149,1.72816600165108e-31,"0","Fam129a"
"Adamts1",2.67096617637542e-35,0.829901416792011,0.431,0.191,3.74629715898416e-31,"0","Adamts1"
"Lmo1",1.26042004577425e-34,0.580805941222756,0.45,0.205,1.76786515620296e-30,"0","Lmo1"
"Pltp",1.42800424037839e-34,0.595114030091117,0.37,0.151,2.00291874755473e-30,"0","Pltp"
"Selm",2.97707530144362e-34,0.633924609432415,0.461,0.227,4.17564581780482e-30,"0","Selm"
"Egr2",1.23208425933285e-33,0.730111325424614,0.448,0.226,1.72812138214025e-29,"0","Egr2"
"Plat",2.41139962303141e-33,0.68236666006419,0.31,0.111,3.38222911126385e-29,"0","Plat"
"Rab20",7.74883558189096e-33,0.660757465776673,0.561,0.371,1.08685167871603e-28,"0","Rab20"
"Rsu1",1.3095524207255e-32,0.569442541929368,0.678,0.52,1.83677822530959e-28,"0","Rsu1"
"Slc6a6",1.34881369563211e-32,0.693893499767915,0.411,0.198,1.89184608949359e-28,"0","Slc6a6"
"Aplp2",3.34897102169018e-31,0.533664470412132,0.723,0.6,4.69726675502265e-27,"0","Aplp2"
"Map1lc3a",5.39776631380758e-31,0.526067268497718,0.712,0.58,7.57090703174652e-27,"0","Map1lc3a"
"Tgfb1i1",8.00237285806823e-31,0.555047598367919,0.401,0.184,1.12241281707265e-26,"0","Tgfb1i1"
"Prelp",6.52832475539722e-30,0.567185122985413,0.543,0.328,9.15662830192014e-26,"0","Prelp"
"Junb",1.09992862477505e-29,0.275239466044185,1,0.987,1.54275988910949e-25,"0","Junb"
"Gja1",1.4637951032311e-29,0.603449120736998,0.388,0.179,2.05311901179194e-25,"0","Gja1"
"Rcn3",2.83187014570715e-29,0.536575498198394,0.428,0.209,3.97198106636884e-25,"0","Rcn3"
"Bdnf",7.77973213578767e-29,0.645771571352492,0.426,0.211,1.09118522936558e-24,"0","Bdnf"
"Matn4",1.50072406052979e-28,0.563115693122487,0.264,0.093,2.10491556729908e-24,"0","Matn4"
"Nexn",2.34704138903599e-28,0.60139209779385,0.335,0.145,3.29196025226188e-24,"0","Nexn"
"Actn1",3.32614366998841e-28,0.553477824460058,0.595,0.422,4.66524911152574e-24,"0","Actn1"
"Wif1",3.74751636963767e-28,0.572905084003071,0.416,0.198,5.25626646005379e-24,"0","Wif1"
"Nop58",1.46207150294656e-27,0.636558244288282,0.554,0.373,2.05070149003285e-23,"0","Nop58"
"Scn7a",2.01856688555647e-27,0.535306362147033,0.301,0.118,2.83124191368151e-23,"0","Scn7a"
"Lmod1",8.87843724771768e-27,0.516955762445954,0.394,0.188,1.24528960836488e-22,"0","Lmod1"
"Dll1",8.94047170417219e-27,0.59690903529103,0.327,0.141,1.25399056122719e-22,"0","Dll1"
"Col9a2",1.02833605612304e-26,0.549144817199235,0.335,0.151,1.44234415231818e-22,"0","Col9a2"
"Plekhb1",2.82815199842645e-26,0.554667219946654,0.472,0.274,3.96676599299293e-22,"0","Plekhb1"
"Ltbp2",1.87142473700112e-25,0.571060878680982,0.251,0.093,2.62486033611777e-21,"0","Ltbp2"
"Myc",3.50821648005314e-25,0.569869915750064,0.587,0.401,4.92062443492254e-21,"0","Myc"
"Gadd45b",1.3234881819899e-24,0.478097137366553,0.593,0.409,1.85632452405903e-20,"0","Gadd45b"
"Tubb5",5.69272140902627e-24,0.372531333636505,0.755,0.619,7.98461104830025e-20,"0","Tubb5"
"Ppp1r12a",7.07216406104598e-24,0.554987306805543,0.493,0.323,9.91941731202309e-20,"0","Ppp1r12a"
"Tnfrsf12a",1.37893641870191e-23,0.545950632346469,0.727,0.653,1.9340962208713e-19,"0","Tnfrsf12a"
"Thbs1",1.66896368582528e-23,0.562113192505311,0.346,0.16,2.34088846573854e-19,"0","Thbs1"
"Frmd6",2.1470042821791e-23,0.469321070580933,0.301,0.131,3.0113882061844e-19,"0","Frmd6"
"Gem",2.32943909492441e-23,0.567253576081658,0.431,0.241,3.26727127454098e-19,"0","Gem"
"Cxcl12",2.98459264846326e-23,0.532001837244396,0.271,0.112,4.18618964873457e-19,"0","Cxcl12"
"Pdlim7",4.34133020921016e-23,0.521729754133787,0.465,0.286,6.08914975143817e-19,"0","Pdlim7"
"Lamb3",8.48530320387848e-23,0.581339930968536,0.4,0.225,1.190148627376e-18,"0","Lamb3"
"Plpp1",8.58100784667827e-23,0.554709705456615,0.433,0.257,1.20357216057509e-18,"0","Plpp1"
"Cnn2",1.39931510769178e-22,0.524295440758243,0.493,0.315,1.96267937004849e-18,"0","Cnn2"
"Sertad1",1.82649825124967e-22,0.495879147004764,0.638,0.511,2.56184644720279e-18,"0","Sertad1"
"Ldhb",2.10213170961113e-22,0.48952831459027,0.597,0.418,2.94844993590058e-18,"0","Ldhb"
"Map1lc3b",3.24474204299788e-22,0.322099253363735,0.9,0.903,4.55107518950883e-18,"0","Map1lc3b"
"Ilk",3.74163014735263e-22,0.586175417828453,0.48,0.325,5.2480104446768e-18,"0","Ilk"
"Tfap2c",4.01174564614814e-22,0.62207574473637,0.428,0.259,5.62687444328738e-18,"0","Tfap2c"
"Pard6g",3.33366885283646e-21,0.468327996737174,0.27,0.119,4.67580393298842e-17,"0","Pard6g"
"Dynll1",3.50362479132332e-21,0.318179485011755,0.909,0.841,4.9141841323101e-17,"0","Dynll1"
"S100a10",6.18277994337895e-21,0.432791333152118,0.779,0.698,8.67196714858332e-17,"0","S100a10"
"Tubb6",7.53590096975154e-21,0.593212315536425,0.494,0.333,1.05698547001735e-16,"0","Tubb6"
"Myl12a",8.23694399839562e-21,0.268474913608446,0.954,0.948,1.15531376521497e-16,"0","Myl12a"
"Fbxo32",2.17180212747245e-20,0.555908838601112,0.301,0.147,3.04616966399286e-16,"0","Fbxo32"
"Hspa5",2.80692564780982e-20,0.342267505778952,0.874,0.82,3.93699391361805e-16,"0","Hspa5"
"Pbxip1",9.72952321710593e-20,0.493706602205962,0.489,0.34,1.36466292643128e-15,"0","Pbxip1"
"Pde4b",1.2647390226036e-19,0.546056771640132,0.476,0.316,1.7739229531038e-15,"0","Pde4b"
"Bcam",1.99365325052809e-19,0.517546729445367,0.452,0.301,2.7962980491907e-15,"0","Bcam"
"Tuba1c",3.31301804046516e-19,0.465306150862275,0.643,0.561,4.64683910355643e-15,"0","Tuba1c"
"Itga6",4.31155940777789e-19,0.567153057004635,0.428,0.287,6.04739322534926e-15,"0","Itga6"
"Flna",9.23228783385264e-19,0.506292284707442,0.379,0.22,1.29492069157617e-14,"0","Flna"
"Tm4sf1",9.71226632352028e-19,0.338205797653391,0.743,0.574,1.36224247453696e-14,"0","Tm4sf1"
"Lmna",1.13578296115739e-18,0.26576018687041,0.933,0.914,1.59304918131935e-14,"0","Lmna"
"Ckb",1.74250346242891e-18,0.440017358253875,0.325,0.166,2.44403535640278e-14,"0","Ckb"
"Actg2",2.38659987478908e-18,0.581089200132542,0.307,0.154,3.34744498437917e-14,"0","Actg2"
"Pde12",5.25510882196075e-18,0.528461942986933,0.335,0.19,7.37081563368215e-14,"0","Pde12"
"Tprgl",5.73440630143927e-18,0.456920388191484,0.578,0.469,8.04307827839872e-14,"0","Tprgl"
"Igfbp2",9.32156002916217e-18,0.473378828461301,0.357,0.188,1.30744200969029e-13,"0","Igfbp2"
"Ppp1r15a",1.01748614592775e-17,0.409780579553342,0.729,0.668,1.42712606827827e-13,"0","Ppp1r15a"
"Hacd1",1.06492425143875e-17,0.479679310511966,0.312,0.165,1.49366275506799e-13,"0","Hacd1"
"Rgs10",1.1849804142292e-17,0.462328531596415,0.264,0.128,1.66205352899787e-13,"0","Rgs10"
"Dpysl3",2.15825366747018e-17,0.469141803189163,0.271,0.134,3.02716659399368e-13,"0","Dpysl3"
"Trim29",2.31892188394253e-17,0.478599060437787,0.32,0.178,3.25251983441779e-13,"0","Trim29"
"Plpp3",3.61143176555877e-17,0.456410105114829,0.504,0.354,5.06539419437274e-13,"0","Plpp3"
"Msn",4.8452590293907e-17,0.476529749356552,0.372,0.226,6.7959603146234e-13,"0","Msn"
"Serpinb5",5.37588048651551e-17,0.479989041385957,0.519,0.395,7.54020997038666e-13,"0","Serpinb5"
"Tinagl1",7.52668572405583e-17,0.460725036612874,0.446,0.304,1.05569293965607e-12,"0","Tinagl1"
"Sdpr",9.66635538216525e-17,0.473099086037395,0.353,0.207,1.3558030059025e-12,"0","Sdpr"
"Laptm4a",1.28368929038842e-16,0.260641274579342,0.92,0.908,1.8005025986988e-12,"0","Laptm4a"
"Pink1",1.59829386505808e-16,0.401881466759293,0.593,0.488,2.24176697513046e-12,"0","Pink1"
"Errfi1",1.64408949186467e-16,0.283185455665613,0.758,0.609,2.30599992128938e-12,"0","Errfi1"
"Ptms",1.70311729615782e-16,0.401229676848182,0.619,0.547,2.38879231959095e-12,"0","Ptms"
"Sphk1",1.76268061683841e-16,0.59125822443414,0.418,0.283,2.47233583317755e-12,"0","Sphk1"
"Nrtn",2.68294980505768e-16,0.455071266633995,0.485,0.352,3.7631053965739e-12,"0","Nrtn"
"Atp1a1",3.01537876873036e-16,0.416103946921343,0.678,0.65,4.22937026102121e-12,"0","Atp1a1"
"Dnajb1",3.33628677456292e-16,0.379153338188109,0.716,0.635,4.67947583000195e-12,"0","Dnajb1"
"Dst",7.30014547062812e-16,0.479610181471264,0.446,0.31,1.0239184037103e-11,"0","Dst"
"Smad7",7.35860839564783e-16,0.481886315678172,0.355,0.218,1.03211841357356e-11,"0","Smad7"
"Actb",7.86104358201291e-16,0.260939016655965,0.942,0.901,1.10258997281313e-11,"0","Actb"
"Mat2a",1.18433099657657e-15,0.463714775410867,0.535,0.426,1.66114265579829e-11,"0","Mat2a"
"Bambi",3.33372257910765e-15,0.4802620268913,0.37,0.221,4.67587928945639e-11,"0","Bambi"
"Cdkn1a",3.5750112244772e-15,0.342785129117271,0.664,0.547,5.01431074345172e-11,"0","Cdkn1a"
"Col17a1",4.80359428872817e-15,0.420415841682086,0.26,0.133,6.73752134937012e-11,"0","Col17a1"
"Unc45a",4.94798195308593e-15,0.489103102393752,0.346,0.22,6.94003948739833e-11,"0","Unc45a"
"Tes",7.77872305282319e-15,0.427451288328348,0.398,0.261,1.09104369538898e-10,"0","Tes"
"Slc3a2",8.25131690485575e-15,0.270381919361008,0.822,0.779,1.15732970907507e-10,"0","Slc3a2"
"Col16a1",1.25092438974699e-14,0.426188875758416,0.331,0.198,1.75454654905913e-10,"0","Col16a1"
"Tiparp",1.27854335470108e-14,0.486789924615789,0.349,0.218,1.79328490930373e-10,"0","Tiparp"
"Bhlhe40",2.28443828390245e-14,0.463833892627232,0.626,0.559,3.20415313700157e-10,"0","Bhlhe40"
"Adk",2.44217397075617e-14,0.48593974288373,0.487,0.393,3.4253932113826e-10,"0","Adk"
"Zfp36l2",2.915156014099e-14,0.276575886726449,0.704,0.586,4.08879782537525e-10,"0","Zfp36l2"
"2010111I01Rik",3.07834659666098e-14,0.434806813331582,0.398,0.27,4.31768893647669e-10,"0","2010111I01Rik"
"Capzb",3.73631432250392e-14,0.337072067297796,0.695,0.68,5.240554468744e-10,"0","Capzb"
"Luzp1",7.72322689007037e-14,0.495715234387011,0.39,0.275,1.08325980360127e-09,"0","Luzp1"
"Mme",8.15552564521256e-14,0.371023318847678,0.275,0.147,1.14389402699751e-09,"0","Mme"
"Sfr1",1.89270344308495e-13,0.400139045781752,0.651,0.633,2.65470584927095e-09,"0","Sfr1"
"Rasl11a",2.43848062808745e-13,0.536329923104874,0.258,0.137,3.42021292895545e-09,"0","Rasl11a"
"Anxa6",2.50253226579653e-13,0.45256831017646,0.463,0.362,3.51005175600622e-09,"0","Anxa6"
"Sox4",3.89179699161825e-13,0.516325126945898,0.504,0.408,5.45863446044376e-09,"0","Sox4"
"Tmsb10",5.13635876618301e-13,0.424992054365929,0.548,0.46,7.20425680544829e-09,"0","Tmsb10"
"Ptpre",5.92443765607819e-13,0.407056254411881,0.255,0.139,8.30961625641527e-09,"0","Ptpre"
"Mrfap1",6.06723736449929e-13,0.264979518651808,0.755,0.731,8.50990712744671e-09,"0","Mrfap1"
"Eif4g2",7.65960755949629e-13,0.353149604657404,0.673,0.647,1.07433655629495e-08,"0","Eif4g2"
"Pfkp",7.80344802344425e-13,0.437006964980613,0.253,0.142,1.09451161976829e-08,"0","Pfkp"
"Ackr3",1.2853967944033e-12,0.466862989060984,0.301,0.178,1.80289754383007e-08,"0","Ackr3"
"Phlda3",4.29830358192754e-12,0.411184427684478,0.366,0.247,6.02880060401157e-08,"0","Phlda3"
"Jmjd1c",5.14290457768591e-12,0.441473951041751,0.331,0.222,7.21343796066226e-08,"0","Jmjd1c"
"Gltscr2",6.90686893858949e-12,0.260731057870132,0.849,0.863,9.68757437326562e-08,"0","Gltscr2"
"Dusp1",7.32991472504049e-12,0.261219694752819,0.755,0.65,1.02809383933418e-07,"0","Dusp1"
"Sgk1",7.99179489745856e-12,0.501146685469945,0.593,0.511,1.12092915231754e-07,"0","Sgk1"
"Irf1",9.41890889961812e-12,0.461835292562067,0.394,0.291,1.32109616226044e-07,"0","Irf1"
"Clic4",9.45207713501353e-12,0.472372462614156,0.34,0.232,1.325748338957e-07,"0","Clic4"
"Bag3",9.8865806723972e-12,0.466047218628994,0.387,0.279,1.38669180511043e-07,"0","Bag3"
"Arid5b",9.92539460226871e-12,0.471811001282899,0.422,0.33,1.39213584691421e-07,"0","Arid5b"
"Lgals7",1.82452614718688e-11,0.314588022156695,0.32,0.189,2.55908037404432e-07,"0","Lgals7"
"Nhp2l1",3.04179766496708e-11,0.392324019656206,0.654,0.658,4.26642540488283e-07,"0","Nhp2l1"
"Kitl",3.52761897408373e-11,0.399304704041733,0.426,0.325,4.94783837304984e-07,"0","Kitl"
"Tppp3",4.9100376798795e-11,0.317663293648373,0.316,0.193,6.88681884979899e-07,"0","Tppp3"
"Csrnp1",4.91215663765477e-11,0.377553533282336,0.576,0.508,6.88979089997458e-07,"0","Csrnp1"
"Midn",7.3102510614235e-11,0.427585753623588,0.422,0.334,1.02533581387526e-06,"0","Midn"
"Serpinb6a",7.84850456731437e-11,0.417234633191343,0.416,0.316,1.10083125061151e-06,"0","Serpinb6a"
"Nr4a1",8.1143206350708e-11,0.413155047270126,0.613,0.546,1.13811461227503e-06,"0","Nr4a1"
"Hspa2",1.09917274612992e-10,0.466666504609599,0.398,0.297,1.54169969372183e-06,"0","Hspa2"
"Zfand5",1.53095469507043e-10,0.33881559187628,0.636,0.6,2.14731705530578e-06,"0","Zfand5"
"Nfil3",1.90245671593099e-10,0.427597014024302,0.333,0.232,2.66838578976481e-06,"0","Nfil3"
"Pdgfa",2.4948108032623e-10,0.371424997355097,0.307,0.195,3.4992216326557e-06,"0","Pdgfa"
"Cnp",3.67768229728214e-10,0.356717890160029,0.361,0.266,5.15831719016794e-06,"0","Cnp"
"Emb",5.06841685294696e-10,0.346051075935274,0.314,0.203,7.1089614779434e-06,"0","Emb"
"Rbms1",5.75607115780803e-10,0.441291428885362,0.381,0.299,8.07346540594154e-06,"0","Rbms1"
"Itgb1",1.41266934383647e-09,0.383451654691542,0.48,0.412,1.98141002166503e-05,"0","Itgb1"
"Adgrg1",2.68088184851692e-09,0.36941848565354,0.268,0.174,3.76020488072983e-05,"0","Adgrg1"
"Cldnd1",3.67103894218124e-09,0.415681074767958,0.461,0.4,5.14899922030341e-05,"0","Cldnd1"
"Mafk",5.65646288921779e-09,0.38755092887602,0.355,0.268,7.93375484841687e-05,"0","Mafk"
"Gstm1",5.84151451213566e-09,0.345397906282822,0.429,0.349,8.19330825472147e-05,"0","Gstm1"
"Runx1",6.71305351246403e-09,0.442109116833684,0.411,0.34,9.41572885658204e-05,"0","Runx1"
"Creb5",8.13414216553634e-09,0.380064301926063,0.253,0.16,0.000114089478013813,"0","Creb5"
"Prkcdbp",1.03911371514016e-08,0.270281737800883,0.465,0.383,0.000145746089685559,"0","Prkcdbp"
"Prnp",2.01447714284726e-08,0.32265048438013,0.279,0.19,0.000282550564055756,"0","Prnp"
"Tubb2a",2.91802474276633e-08,0.326421853464489,0.463,0.371,0.000409282150420405,"0","Tubb2a"
"Sh3bgrl",3.19857036674259e-08,0.374862158405772,0.441,0.377,0.000448631479639316,"0","Sh3bgrl"
"Tpbg",3.96488388087606e-08,0.413298275948324,0.286,0.205,0.000556114613131676,"0","Tpbg"
"Plk3",4.71269049277139e-08,0.430853160631922,0.353,0.274,0.000661001968516115,"0","Plk3"
"Gtf2f2",1.19422378173199e-07,0.398019777124781,0.284,0.207,0.00167501827625729,"0","Gtf2f2"
"Pdlim4",1.30857726930174e-07,0.313940048381975,0.515,0.48,0.00183541047792262,"0","Pdlim4"
"Cd151",1.59359094372805e-07,0.310943335329442,0.548,0.523,0.00223517065767296,"0","Cd151"
"Gm10116",1.92930427041744e-07,0.261910298213058,0.665,0.675,0.0027060421696875,"0","Gm10116"
"Ddx3x",5.28196762137082e-07,0.366045200943468,0.385,0.322,0.00740848778573472,"0","Ddx3x"
"Angptl4",5.91315763988475e-07,0.428168428195033,0.428,0.354,0.00829379490570234,"0","Angptl4"
"Sh3bp5",6.14521797113708e-07,0.362919573706827,0.314,0.239,0.00861928272631687,"0","Sh3bp5"
"Rap1b",7.47211486277447e-07,0.315433148928119,0.519,0.507,0.0104803883065275,"0","Rap1b"
"Lmo4",9.92426945736901e-07,0.28904980155984,0.366,0.296,0.0139197803409058,"0","Lmo4"
"Nedd4",1.02009208323916e-06,0.300479919255097,0.522,0.507,0.0143078115595124,"0","Nedd4"
"Cd59a",1.1213828153439e-06,0.309041928282008,0.351,0.273,0.0157285153680136,"0","Cd59a"
"Dnajb9",1.17754378316757e-06,0.417712293136434,0.361,0.3,0.0165162291027084,"0","Dnajb9"
"Map1b",1.38808744001429e-06,0.389150789879613,0.294,0.219,0.0194693144336405,"0","Map1b"
"Msrb1",1.47605360750214e-06,0.309825956403733,0.61,0.617,0.0207031278988251,"0","Msrb1"
"Dek",1.73713386917292e-06,0.331098791046617,0.435,0.395,0.0243650396490194,"0","Dek"
"Itm2c",2.0053886675331e-06,0.256685865453989,0.636,0.66,0.0281275814508193,"0","Itm2c"
