"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"OLR1",4.10990126406695e-187,0.794193085467975,0.275,0.032,"0","OLR1"
"KLF6",1.31914778389349e-186,0.432595394953358,0.702,0.341,"0","KLF6"
"SAMSN1",6.81808598116828e-186,0.486898528211526,0.715,0.352,"0","SAMSN1"
"SGK1",4.69805722833112e-183,0.662923553747778,0.261,0.031,"0","SGK1"
"GABARAP",7.18111438821396e-183,0.675656893953524,0.427,0.114,"0","GABARAP"
"OASL",1.5028894943828e-182,0.35648244889189,0.89,0.555,"0","OASL"
"PSMA4",2.80560177495925e-182,0.453854427908385,0.861,0.517,"0","PSMA4"
"OAS1",3.75916281303416e-182,0.459266419733083,0.951,0.679,"0","OAS1"
"MYL12A",6.04700467640491e-180,0.388432515147826,0.988,0.813,"0","MYL12A"
"GNG5",9.26411451444008e-180,0.356276494038992,0.842,0.511,"0","GNG5"
"RTCB",5.79820454029554e-179,0.489418378023301,0.571,0.233,"0","RTCB"
"TSPO",6.53584434707567e-179,0.649335557084913,0.518,0.181,"0","TSPO"
"HSP90AA1",2.99400901682224e-178,0.542515194217404,0.91,0.624,"0","HSP90AA1"
"CYSTM1",4.92426704815365e-177,0.561276340755143,0.596,0.248,"0","CYSTM1"
"LGALS9",3.29560720954141e-176,0.509677987537921,0.57,0.232,"0","LGALS9"
"VRK2",3.4974141175928e-176,0.635564392013462,0.337,0.068,"0","VRK2"
"DYNLL1",1.83047679454618e-174,0.566609482498209,0.698,0.344,"0","DYNLL1"
"SFT2D1",2.74265289392184e-174,0.531771079718568,0.508,0.185,"0","SFT2D1"
"MB21D1",1.91694474176761e-172,0.643306647088145,0.368,0.087,"0","MB21D1"
"MBOAT7",1.95224287967425e-171,0.663769602991313,0.316,0.058,"0","MBOAT7"
"SPHK1",2.34627938029265e-169,0.695583755274572,0.276,0.04,"0","SPHK1"
"OAZ1",2.50112262061627e-169,0.293873026327078,0.992,0.832,"0","OAZ1"
"ACSL1",5.56353588057241e-168,0.665277009035432,0.3,0.051,"0","ACSL1"
"CKAP4",6.87075054851803e-168,0.63005153538211,0.264,0.035,"0","CKAP4"
"IFITM2",1.10232616587439e-167,0.278083213593103,0.899,0.591,"0","IFITM2"
"ADM",3.6274558856097e-167,0.69473774852004,0.265,0.036,"0","ADM"
"MGAT1",1.21830950173079e-166,0.614276507121992,0.408,0.116,"0","MGAT1"
"LILRA3",1.45697946906406e-166,0.679282441356509,0.281,0.045,"0","LILRA3"
"UBE2Z",9.47050784728022e-164,0.640690175113542,0.334,0.072,"0","UBE2Z"
"GCH1",2.62666049352775e-163,0.604104231061189,0.429,0.131,"0","GCH1"
"SPPL2A",2.73875531174923e-163,0.617177429401277,0.472,0.159,"0","SPPL2A"
"OPTN",1.11421182054811e-162,0.514914143336827,0.443,0.151,"0","OPTN"
"PIM3",1.65272419131861e-162,0.416981681556051,0.481,0.19,"0","PIM3"
"IFI35",6.38006880939639e-162,0.367420257927195,0.862,0.544,"0","IFI35"
"SNX2",1.2409874523228e-161,0.415289803287746,0.546,0.237,"0","SNX2"
"VPS29",5.68173101291039e-161,0.426034289467556,0.599,0.278,"0","VPS29"
"SCPEP1",6.76984427655771e-161,0.611926429973346,0.273,0.042,"0","SCPEP1"
"ANXA4",9.23914661205947e-160,0.602381885718647,0.303,0.058,"0","ANXA4"
"HAVCR2",1.65803805183754e-158,0.523426842870097,0.396,0.122,"0","HAVCR2"
"CD38",3.55028651255159e-158,0.465277398563452,0.462,0.173,"0","CD38"
"HLA-DMA",1.81741814580879e-156,0.524683460723045,0.37,0.108,"0","HLA-DMA"
"BLVRA",1.18505640547965e-155,0.568240709402881,0.437,0.143,"0","BLVRA"
"LPAR6",2.16493750061488e-152,0.618524136325918,0.346,0.088,"0","LPAR6"
"SMCO4",1.71963513224106e-151,0.685076294665277,0.353,0.088,"0","SMCO4"
"NAPA",3.40399202083796e-150,0.406270133887918,0.584,0.277,"0","NAPA"
"IFIH1",8.47994598536942e-150,0.437007990795255,0.622,0.305,"0","IFIH1"
"RNF114",6.50763102101535e-149,0.627903503796907,0.48,0.179,"0","RNF114"
"RAB1A",9.96290075112048e-149,0.504669391628607,0.394,0.127,"0","RAB1A"
"GLIPR2",3.37309617233752e-148,0.583546876135279,0.422,0.138,"0","GLIPR2"
"RHOG",6.58423970526382e-147,0.443919721997481,0.555,0.25,"0","RHOG"
"FLOT1",9.91907953058866e-147,0.579050952642967,0.372,0.107,"0","FLOT1"
"FAM49B",8.35923040904857e-146,0.422007590480976,0.534,0.238,"0","FAM49B"
"SH3GLB1",1.0923540993992e-145,0.414134815892803,0.525,0.232,"0","SH3GLB1"
"ADA",2.88766880180972e-145,0.769681630102977,0.444,0.156,"0","ADA"
"SPATS2L",1.34968362147328e-144,0.376247468282339,0.513,0.231,"0","SPATS2L"
"PPP4C",2.47652846772152e-144,0.346053470697442,0.643,0.346,"0","PPP4C"
"CLTA",6.05601629654948e-144,0.501299871496704,0.527,0.224,"0","CLTA"
"ARPC3",2.09844108316401e-143,0.302316193658307,0.889,0.608,"0","ARPC3"
"CD40",5.0843121573923e-143,0.554735857167472,0.386,0.122,"0","CD40"
"IRF7",8.37085811526571e-142,0.298919986520388,0.958,0.719,"0","IRF7"
"NEAT1",3.42325025116514e-141,0.328268147521713,0.648,0.355,"0","NEAT1"
"MX2",5.31639639414638e-140,0.272665270506762,0.733,0.443,"0","MX2"
"UBE2D1",1.38967211332864e-139,0.461037355775707,0.374,0.125,"0","UBE2D1"
"CIR1",2.38869346066221e-139,0.474032838560133,0.464,0.184,"0","CIR1"
"RHOA",9.09291444786403e-139,0.341911854696806,0.654,0.357,"0","RHOA"
"MAP1LC3B",3.62135465519646e-138,0.309532274281601,0.521,0.254,"0","MAP1LC3B"
"RAB9A",7.90532542294328e-138,0.367074884692742,0.307,0.097,"0","RAB9A"
"CPVL",1.14577550921816e-137,0.565003110419507,0.253,0.044,"0","CPVL"
"GNB2",4.54292596338702e-137,0.453022669108903,0.415,0.153,"0","GNB2"
"RNF130",5.21553361777642e-137,0.557194733536624,0.273,0.055,"0","RNF130"
"CD47",3.20239214777414e-136,0.373346310252134,0.733,0.437,"0","CD47"
"APOL3",3.43536505257734e-134,0.588013415176837,0.417,0.144,"0","APOL3"
"ATF3",3.74270353584356e-134,0.605219419658843,0.27,0.054,"0","ATF3"
"GCA",5.65190477394392e-134,0.542394023006122,0.354,0.104,"0","GCA"
"TPM3",8.95972498366314e-133,0.328076079302691,0.606,0.323,"0","TPM3"
"BLOC1S1",1.97024505685038e-132,0.44839913645771,0.503,0.219,"0","BLOC1S1"
"ALDOA",2.49913742363559e-132,0.367094070856584,0.526,0.251,"0","ALDOA"
"ATP6V1C1",3.34648392583866e-132,0.532906713170542,0.293,0.069,"0","ATP6V1C1"
"STXBP2",3.0999166668652e-130,0.489420584873434,0.411,0.151,"0","STXBP2"
"SPTLC2",3.06434996562636e-128,0.544647141428779,0.329,0.092,"0","SPTLC2"
"TPMT",4.20027567904741e-128,0.556019306167196,0.307,0.079,"0","TPMT"
"TMEM60",4.64634648501034e-128,0.53002356192374,0.339,0.1,"0","TMEM60"
"BAZ1A",7.15753203233053e-127,0.25281757640252,0.609,0.343,"0","BAZ1A"
"SERPINB1",2.86467230284126e-126,0.374614479709474,0.563,0.28,"0","SERPINB1"
"ATP6V0E1",3.61144754294924e-126,0.303378944700505,0.853,0.583,"0","ATP6V0E1"
"TNFRSF1A",1.50305843831894e-125,0.542222154928848,0.282,0.066,"0","TNFRSF1A"
"FLNA",2.08805036504383e-125,0.494022798861589,0.267,0.062,"0","FLNA"
"GCLM",4.45844406301689e-125,0.526550810658498,0.253,0.054,"0","GCLM"
"CAPN2",3.80552998193324e-124,0.345112652125695,0.402,0.169,"0","CAPN2"
"RAB8A",1.33063287768632e-123,0.283068161707111,0.503,0.256,"0","RAB8A"
"LAPTM4A",1.46916977974353e-123,0.3683168952012,0.556,0.278,"0","LAPTM4A"
"OAS2",2.98315724091145e-122,0.272011580230525,0.499,0.256,"0","OAS2"
"SERF2",1.09538424426941e-121,0.327088475354897,0.973,0.799,"0","SERF2"
"RNF13",2.61709468649137e-121,0.442847842703022,0.379,0.139,"0","RNF13"
"TMEM219",3.6533419354422e-121,0.477835463812289,0.401,0.149,"0","TMEM219"
"IFNGR2",8.89412345534914e-121,0.592711063652854,0.357,0.112,"0","IFNGR2"
"LEPROT",9.42930026306452e-121,0.493712639237875,0.277,0.071,"0","LEPROT"
"RAB8B",2.37168909392174e-120,0.442015078564632,0.289,0.083,"0","RAB8B"
"CEBPB",2.58469888693552e-120,0.470982366475095,0.483,0.218,"0","CEBPB"
"SNN",3.71593799236687e-120,0.544667646875902,0.259,0.056,"0","SNN"
"ARPC2",5.03929413734294e-119,0.257196545004534,0.941,0.713,"0","ARPC2"
"UBE2F",6.71095151997274e-118,0.343669367946778,0.391,0.163,"0","UBE2F"
"DEK",4.73022045279249e-117,0.289179174070222,0.521,0.272,"0","DEK"
"IFI27",7.50407177511822e-116,1.27792259450819,0.353,0.124,"0","IFI27"
"DUSP1",1.87528712571899e-115,0.525154693014626,0.363,0.125,"0","DUSP1"
"SLC16A3",3.40951047101092e-115,0.460706244437241,0.327,0.107,"0","SLC16A3"
"GSTP1",1.04441087890486e-114,0.325582402617213,0.579,0.314,"0","GSTP1"
"RP11-290F20.3",1.93457560536568e-114,0.528708803008157,0.269,0.067,"0","RP11-290F20.3"
"IRF2",3.38308598001356e-114,0.371132941184515,0.447,0.201,"0","IRF2"
"CYB5R4",1.51601574880367e-112,0.427278997193091,0.284,0.085,"0","CYB5R4"
"HCST",4.27647767841142e-111,0.306592270018676,0.258,0.087,"0","HCST"
"ERP44",1.50278459975994e-109,0.296707666195444,0.361,0.158,"0","ERP44"
"SPG20",3.45895404170975e-109,0.378872837222342,0.321,0.117,"0","SPG20"
"RHEB",3.62486309684953e-106,0.276247288447177,0.44,0.22,"0","RHEB"
"ZNF706",8.41000698225562e-105,0.307103976104962,0.59,0.337,"0","ZNF706"
"CHMP2A",1.23958406640167e-104,0.269756891406873,0.419,0.208,"0","CHMP2A"
"ATP6V1G1",7.42639548565295e-104,0.318560749479909,0.797,0.542,"0","ATP6V1G1"
"PCMT1",8.7040267822831e-104,0.32095081975726,0.482,0.247,"0","PCMT1"
"AKIRIN2",5.39262535466899e-103,0.399257321851315,0.327,0.121,"0","AKIRIN2"
"MTCH1",5.82616121533677e-103,0.367613309264063,0.335,0.131,"0","MTCH1"
"FAM177A1",6.23076568523239e-103,0.294463007300918,0.481,0.248,"0","FAM177A1"
"RAB7A",1.16921127614291e-102,0.326402208935747,0.449,0.221,"0","RAB7A"
"RALA",2.09853541233044e-102,0.374592911817011,0.454,0.216,"0","RALA"
"SPCS3",3.0982628817151e-102,0.306153917097816,0.347,0.15,"0","SPCS3"
"APLP2",6.81365589233981e-100,0.420811154635974,0.262,0.079,"0","APLP2"
"CHMP4B",7.66567766818887e-100,0.335599497926983,0.334,0.137,"0","CHMP4B"
"CBWD2",2.4083885665518e-97,0.379537386909372,0.278,0.094,"0","CBWD2"
"BLOC1S2",3.80924992741516e-97,0.479422172025716,0.429,0.192,"0","BLOC1S2"
"CDC42",8.1869140851647e-96,0.270901604675792,0.435,0.222,"0","CDC42"
"UBE2A",1.49494988317348e-95,0.281711710951988,0.382,0.183,"0","UBE2A"
"EIF4E2",8.55078134403615e-93,0.259090262859156,0.327,0.149,"0","EIF4E2"
"AP1S2",6.6684923933393e-92,0.349477949154232,0.383,0.173,"0","AP1S2"
"BNIP3L",1.67224097802701e-89,0.422714388376133,0.271,0.089,"0","BNIP3L"
"GRINA",6.13345105029633e-88,0.462486698329195,0.253,0.074,"0","GRINA"
"RIPK2",5.00034366717143e-87,0.384991561492294,0.286,0.103,"0","RIPK2"
"SAMHD1",8.46519340253874e-87,0.271674824697458,0.338,0.159,"0","SAMHD1"
"IL10RA",3.3860683087832e-85,0.310385661020125,0.299,0.124,"0","IL10RA"
"NAMPT",7.03086059319912e-85,0.308636456552427,0.313,0.134,"0","NAMPT"
"YWHAH",1.70272569217648e-84,0.263755750295986,0.309,0.139,"0","YWHAH"
"METTL9",4.19098840181719e-82,0.268756024803777,0.344,0.17,"0","METTL9"
"CAMTA1",3.116140508778e-80,0.251181219110898,0.256,0.109,"0","CAMTA1"
"BLZF1",8.24266709522956e-79,0.26302209619296,0.26,0.108,"0","BLZF1"
"NDUFA12",1.71047576437714e-76,0.309384060193066,0.554,0.344,"0","NDUFA12"
"SERPINB9",3.20856423372446e-76,0.3371505075635,0.271,0.106,"0","SERPINB9"
"CCDC23",2.67580644855957e-75,0.273104286878108,0.254,0.106,"0","CCDC23"
"GBP3",3.49991549598674e-74,0.27640966190324,0.289,0.13,"0","GBP3"
"THEMIS2",5.66485809590233e-74,0.268703101494299,0.255,0.108,"0","THEMIS2"
"DESI1",2.38363906805249e-71,0.300798198264601,0.276,0.117,"0","DESI1"
"STAT2",5.14126184284407e-69,0.26860744628514,0.259,0.113,"0","STAT2"
"HMGA1",1.55636705523423e-67,0.276979461796666,0.325,0.161,"0","HMGA1"
"SHKBP1",5.13139743668453e-66,0.286367221662877,0.275,0.122,"0","SHKBP1"
"SELL1",0,1.3649995870106,0.853,0.341,"1","SELL"
"GIMAP71",0,1.25889540982048,0.955,0.44,"1","GIMAP7"
"LDHB1",0,1.22910970005938,0.773,0.271,"1","LDHB"
"CCR71",0,1.10464687693181,0.93,0.384,"1","CCR7"
"RPL10A1",0,0.935491903819024,0.951,0.619,"1","RPL10A"
"RPS61",0,0.92623129867051,0.999,0.938,"1","RPS6"
"RPL71",0,0.897369029629288,0.997,0.887,"1","RPL7"
"RPS15A1",0,0.883124265490118,0.992,0.851,"1","RPS15A"
"RPS3A1",0,0.871356059855373,0.992,0.914,"1","RPS3A"
"RPL35A1",0,0.85230984333014,0.989,0.867,"1","RPL35A"
"RPL341",0,0.830164888150848,0.994,0.926,"1","RPL34"
"RPL311",0,0.82965170711562,0.979,0.86,"1","RPL31"
"RPS51",0,0.818031384035846,0.982,0.782,"1","RPS5"
"RPL32",0,0.80910415375303,0.988,0.907,"1","RPL3"
"RPL91",0,0.805571157461722,0.987,0.865,"1","RPL9"
"RPS131",0,0.801460643372418,0.994,0.924,"1","RPS13"
"RPS121",0,0.787608708007178,0.994,0.939,"1","RPS12"
"RPS81",0,0.787050003789388,0.972,0.816,"1","RPS8"
"RPS27A1",0,0.772784907778887,0.994,0.94,"1","RPS27A"
"RPS231",0,0.754960208265272,0.984,0.869,"1","RPS23"
"RPS271",0,0.75103854959442,0.995,0.892,"1","RPS27"
"RPL181",0,0.741994944140405,0.978,0.836,"1","RPL18"
"RPL301",0,0.700799460168949,0.977,0.91,"1","RPL30"
"RPL27A1",0,0.667355430893648,0.987,0.89,"1","RPL27A"
"RPL151",0,0.654437846627615,0.997,0.94,"1","RPL15"
"RPS151",0,0.634879608411862,0.992,0.92,"1","RPS15"
"RPL261",0,0.623832089569021,0.984,0.898,"1","RPL26"
"PTMA1",0,0.508868534895508,0.99,0.845,"1","PTMA"
"RPL351",4.01369049368512e-319,0.695933518032649,0.959,0.764,"1","RPL35"
"RPS251",2.35743020546089e-314,0.740735930498392,0.94,0.741,"1","RPS25"
"CD3D1",5.14583918140293e-312,1.16419036627549,0.691,0.201,"1","CD3D"
"RPS71",9.22369111140508e-312,0.739013776742341,0.96,0.776,"1","RPS7"
"RPS281",3.87489115281343e-311,0.791680143157321,0.901,0.701,"1","RPS28"
"RPL23A1",1.59049086445524e-300,0.563029814246438,0.982,0.897,"1","RPL23A"
"RPL141",2.59603234555131e-295,0.65494463294527,0.973,0.795,"1","RPL14"
"RPL361",4.31200295232842e-295,0.769412984925659,0.911,0.658,"1","RPL36"
"RPLP01",6.77095420752984e-294,0.729503994731219,0.923,0.652,"1","RPLP0"
"GIMAP51",1.73335522259658e-292,1.1708198561726,0.654,0.224,"1","GIMAP5"
"TMEM661",4.70761798915105e-289,0.796457939845333,0.93,0.698,"1","TMEM66"
"RPL51",5.46176082980284e-284,0.882501430541545,0.878,0.505,"1","RPL5"
"RPL81",8.65118047155659e-284,0.525058673923983,0.985,0.927,"1","RPL8"
"LTB1",5.18549084619114e-282,1.1188627780585,0.718,0.252,"1","LTB"
"RPSA1",2.87664248143288e-281,0.796473163006156,0.9,0.592,"1","RPSA"
"RPL291",3.18187610052925e-272,0.645659678892919,0.962,0.839,"1","RPL29"
"NPM11",1.85153375887393e-256,0.837749840163516,0.817,0.424,"1","NPM1"
"RPL241",9.39215173314702e-254,0.685899467538567,0.937,0.759,"1","RPL24"
"GTF3A1",3.63648326481265e-253,1.18016574942089,0.577,0.183,"1","GTF3A"
"RPL61",1.13859953906091e-245,0.674765226963924,0.931,0.721,"1","RPL6"
"RPS201",2.74894961871898e-244,0.628333351690537,0.947,0.817,"1","RPS20"
"RPL271",1.52273335493946e-241,0.651890458652714,0.916,0.766,"1","RPL27"
"ENO11",1.44168564577603e-234,0.933294198970564,0.727,0.444,"1","ENO1"
"RPL7A1",8.57281741563791e-231,0.689727724808314,0.889,0.658,"1","RPL7A"
"EEF1B21",1.27431070122634e-221,0.795805868011811,0.782,0.477,"1","EEF1B2"
"PABPC11",2.3073281649041e-212,0.620383945187378,0.942,0.789,"1","PABPC1"
"NACA1",3.91527162476516e-205,0.603518099980441,0.905,0.751,"1","NACA"
"GIMAP41",8.44779264700272e-201,0.915823445413815,0.644,0.332,"1","GIMAP4"
"GNB2L11",1.75071085110727e-199,0.580403763300822,0.932,0.774,"1","GNB2L1"
"BTF31",5.28144006960696e-178,0.605612617946284,0.856,0.67,"1","BTF3"
"AES",5.57476323259422e-172,0.989233765675269,0.381,0.127,"1","AES"
"RPS101",1.0690508728806e-169,0.609255517641064,0.789,0.583,"1","RPS10"
"OCIAD21",3.64733277836997e-156,0.8927032078721,0.523,0.198,"1","OCIAD2"
"CD521",1.42365642950674e-154,0.882874747216095,0.514,0.274,"1","CD52"
"LEF1",7.90930231183862e-154,0.944316029610478,0.305,0.057,"1","LEF1"
"ARHGDIB1",4.73939281492497e-151,0.611602153450373,0.759,0.464,"1","ARHGDIB"
"RPL36A1",2.27278905380211e-145,0.635913397587887,0.664,0.474,"1","RPL36A"
"RPL41",4.55254002133626e-145,0.632383336310014,0.766,0.528,"1","RPL4"
"EEF1A11",2.33894151123035e-144,0.527083803282343,0.819,0.711,"1","EEF1A1"
"GIMAP1",1.07073294020187e-142,0.881557711400922,0.373,0.12,"1","GIMAP1"
"RPS291",5.03584687664023e-139,0.660984752749834,0.614,0.376,"1","RPS29"
"RPS261",1.7330837825816e-138,0.769234669350185,0.572,0.367,"1","RPS26"
"RPL371",4.53065760725293e-137,0.574264249213301,0.731,0.557,"1","RPL37"
"EIF4A21",1.20525675995479e-136,0.67631634613823,0.642,0.371,"1","EIF4A2"
"APRT1",3.26198775121487e-133,0.757601583475626,0.451,0.205,"1","APRT"
"CD71",9.95372488730013e-133,0.577960137565834,0.481,0.197,"1","CD7"
"CD3G",2.1753836669204e-132,0.918291661008225,0.284,0.061,"1","CD3G"
"C1QBP1",1.60885718253415e-130,0.816373856227106,0.444,0.171,"1","C1QBP"
"RPS211",1.4878572784205e-128,0.634914059416027,0.578,0.376,"1","RPS21"
"LAT",8.90714440022299e-127,0.875476728002177,0.34,0.096,"1","LAT"
"CD3E",1.57194303275085e-126,0.859588756033776,0.331,0.092,"1","CD3E"
"MYC",1.37357386439488e-124,0.605325875735862,0.324,0.098,"1","MYC"
"TARBP1",6.86023138486868e-124,0.892530741644156,0.29,0.075,"1","TARBP1"
"EEF21",1.02920876769172e-123,0.611160572252309,0.638,0.409,"1","EEF2"
"RPL37A1",1.42813944554478e-122,0.54415903702778,0.694,0.525,"1","RPL37A"
"RPL231",4.47019930978142e-122,0.621681005812163,0.659,0.426,"1","RPL23"
"RPL381",5.95133179060273e-119,0.556554788066892,0.594,0.432,"1","RPL38"
"LIMD21",2.11627464813536e-118,0.659123685314243,0.556,0.311,"1","LIMD2"
"GLTSCR21",2.12426111046075e-115,0.625468218831901,0.602,0.375,"1","GLTSCR2"
"RPL221",2.96795915449938e-113,0.641891472138092,0.462,0.278,"1","RPL22"
"EEF1D1",1.81617399189438e-112,0.435070525140449,0.875,0.787,"1","EEF1D"
"LBH",1.68969069022479e-111,0.855549221198514,0.289,0.081,"1","LBH"
"PIK3IP1",3.78303109431685e-110,0.737487729962804,0.319,0.099,"1","PIK3IP1"
"RPL171",4.26767519262197e-110,0.609671436870065,0.467,0.267,"1","RPL17"
"C6orf481",6.9498186450379e-109,0.727189748345605,0.427,0.196,"1","C6orf48"
"RPS16",6.43646221598506e-107,0.33278054035518,0.944,0.885,"1","RPS16"
"COX4I11",4.95158159063204e-105,0.410672196982849,0.84,0.766,"1","COX4I1"
"RSL24D11",9.58340678692331e-105,0.654935271238303,0.439,0.212,"1","RSL24D1"
"RPS111",1.61787012846885e-103,0.397981147701655,0.75,0.661,"1","RPS11"
"COMMD61",5.18493898682633e-103,0.541866129201389,0.531,0.36,"1","COMMD6"
"TOMM71",6.93409210178395e-102,0.510534764160345,0.551,0.416,"1","TOMM7"
"ATP5L1",2.00186854961242e-101,0.3987558429095,0.637,0.561,"1","ATP5L"
"PRMT2",3.35779107629074e-100,0.531585322997855,0.295,0.206,"1","PRMT2"
"RSL1D11",8.14232571179429e-99,0.659347452765499,0.412,0.194,"1","RSL1D1"
"FXYD5",1.03694382633989e-98,0.455871030530798,0.57,0.497,"1","FXYD5"
"DAD11",4.75921248886157e-98,0.53400650598153,0.46,0.316,"1","DAD1"
"IL7R1",7.30431449054613e-97,0.597262908849153,0.458,0.238,"1","IL7R"
"NHP2",2.64482153052962e-96,0.743237362655906,0.309,0.102,"1","NHP2"
"ATP5O1",9.61962318486083e-95,0.499220754734293,0.443,0.315,"1","ATP5O"
"HNRNPA11",1.02764341955782e-94,0.523135386687869,0.606,0.415,"1","HNRNPA1"
"PDCD41",4.13385377499763e-94,0.709786460807107,0.384,0.164,"1","PDCD4"
"RGS10",4.04046057978052e-93,0.526187229369192,0.373,0.274,"1","RGS10"
"ATP5G21",3.84645754521132e-92,0.492880391692919,0.55,0.403,"1","ATP5G2"
"FYB",7.11405979265218e-91,0.502720358376577,0.312,0.225,"1","FYB"
"DDX18",5.10383496361529e-90,0.663927318242618,0.299,0.121,"1","DDX18"
"LCK",5.95841523640695e-90,0.738785339123063,0.299,0.098,"1","LCK"
"TMA71",9.10605695145534e-90,0.446525636776909,0.541,0.432,"1","TMA7"
"NDUFB8.11",1.01365292175209e-87,0.611466231840657,0.426,0.25,"1","NDUFB8.1"
"SNRPD21",2.03889322150183e-87,0.531599021697566,0.529,0.338,"1","SNRPD2"
"PSME1",2.84733602851601e-87,0.36789592275222,0.718,0.657,"1","PSME1"
"EVL1",5.51879014639016e-87,0.554313440014825,0.441,0.24,"1","EVL"
"SOD11",7.24338701617737e-87,0.45463334848734,0.571,0.424,"1","SOD1"
"ANXA2R",1.17072431608768e-85,0.694171694740809,0.324,0.143,"1","ANXA2R"
"EIF3E1",8.70753802794886e-85,0.62527448667204,0.459,0.258,"1","EIF3E"
"TMEM230",9.42916660754156e-85,0.5517231675665,0.276,0.146,"1","TMEM230"
"SYNE2",6.14281232641234e-82,0.589279016592943,0.324,0.13,"1","SYNE2"
"PHB",6.78305466949254e-81,0.666580690100221,0.294,0.114,"1","PHB"
"HINT11",8.4368656904524e-79,0.449213568970914,0.652,0.478,"1","HINT1"
"NDUFV21",4.12936441996256e-78,0.453826971127085,0.475,0.365,"1","NDUFV2"
"UQCR11.1",4.33896192978757e-76,0.347815676708578,0.396,0.345,"1","UQCR11.1"
"NDUFB2",6.11602409433358e-76,0.396656587088599,0.467,0.402,"1","NDUFB2"
"LEPROTL11",7.71604914395546e-75,0.514103955249306,0.44,0.301,"1","LEPROTL1"
"EIF3F1",2.02489158430035e-73,0.464071821345881,0.398,0.274,"1","EIF3F"
"CORO1A1",2.15360312846421e-73,0.590664572099835,0.341,0.193,"1","CORO1A"
"GBP2",1.80974788981079e-72,0.37070115326769,0.548,0.489,"1","GBP2"
"ANP32B",7.19668884133911e-72,0.561167883026334,0.303,0.154,"1","ANP32B"
"S1PR4",9.56639267444703e-72,0.63076430715415,0.287,0.112,"1","S1PR4"
"COX6C1",6.50574622119558e-71,0.36131254777872,0.391,0.305,"1","COX6C"
"EIF3K1",6.25343315240718e-69,0.391116920772757,0.479,0.384,"1","EIF3K"
"CD55",2.63023320958195e-68,0.519289704045416,0.274,0.169,"1","CD55"
"PEBP1",2.27864436320923e-67,0.571659274170775,0.305,0.145,"1","PEBP1"
"PIM1",4.72854353880988e-67,0.563990999534333,0.265,0.119,"1","PIM1"
"COX7A2L1",6.37639920292246e-67,0.423361495975174,0.302,0.207,"1","COX7A2L"
"ATP5H1",1.07942517977741e-66,0.405440132015534,0.304,0.216,"1","ATP5H"
"PPA11",1.9939797422446e-66,0.466084133921634,0.364,0.244,"1","PPA1"
"PPP2R5C1",3.35501872364942e-66,0.478783007714039,0.333,0.199,"1","PPP2R5C"
"TRMT1121",2.41461046320539e-65,0.37958927839318,0.454,0.35,"1","TRMT112"
"RAC2",5.69584716111606e-65,0.53525443784743,0.283,0.148,"1","RAC2"
"NDUFA41",1.72874968442929e-64,0.35084434782737,0.436,0.346,"1","NDUFA4"
"SPCS11",6.03459755887838e-64,0.416946975040697,0.373,0.256,"1","SPCS1"
"CNBP1",8.44709787011798e-64,0.371312806233276,0.48,0.382,"1","CNBP"
"GMFG1",2.58952196272825e-63,0.299373455782536,0.413,0.352,"1","GMFG"
"SERBP11",3.50494691465596e-63,0.46783205426797,0.376,0.226,"1","SERBP1"
"EIF3H1",8.57363763526061e-63,0.388163678997404,0.37,0.3,"1","EIF3H"
"CUTA",8.98739686631225e-63,0.493481234552242,0.28,0.169,"1","CUTA"
"ERP291",2.79233524637651e-62,0.409174492220836,0.415,0.289,"1","ERP29"
"TRAT11",6.14893369991859e-62,0.491120061507895,0.337,0.162,"1","TRAT1"
"IL32",7.512477810035e-62,0.410766608826461,0.313,0.151,"1","IL32"
"C19orf531",2.4796898809969e-61,0.393508865470507,0.323,0.227,"1","C19orf53"
"CSDE11",5.70614456289219e-61,0.32195706913406,0.292,0.228,"1","CSDE1"
"NAP1L11",6.34542931236328e-61,0.33322159736379,0.344,0.292,"1","NAP1L1"
"PYURF1",7.61048350906388e-61,0.4164649524578,0.317,0.203,"1","PYURF"
"GADD45GIP1",1.0191750736398e-60,0.409632731111483,0.299,0.196,"1","GADD45GIP1"
"NDUFS51",1.16815566375226e-60,0.382110614381724,0.378,0.265,"1","NDUFS5"
"UQCRB1",8.44038967052673e-60,0.37221733532501,0.335,0.267,"1","UQCRB"
"EIF2S21",2.55672541738228e-59,0.410670603353475,0.329,0.256,"1","EIF2S2"
"ATP5G31",6.82811594474899e-59,0.290636192151177,0.27,0.207,"1","ATP5G3"
"NDUFB111",1.3240652218337e-58,0.339423170591245,0.328,0.26,"1","NDUFB11"
"MKRN11",3.18218533834207e-58,0.352150640943682,0.279,0.224,"1","MKRN1"
"STK17A1",3.25686846495895e-58,0.341290041960784,0.384,0.271,"1","STK17A"
"UQCRH1",4.21563441438425e-58,0.344660624771903,0.322,0.258,"1","UQCRH"
"KRT101",2.25025244217568e-57,0.395914203273564,0.308,0.209,"1","KRT10"
"EIF3M1",5.330360235106e-57,0.353466534152131,0.298,0.211,"1","EIF3M"
"H2AFZ1",5.70831146744424e-57,0.451500384510255,0.456,0.342,"1","H2AFZ"
"RGCC1",6.12114208981465e-57,0.471322911555217,0.339,0.179,"1","RGCC"
"CMPK1",3.90580568065166e-56,0.519734229027315,0.263,0.135,"1","CMPK1"
