"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"H2afx1",4.68785549000902e-44,0.805210606237212,0.683,0.205,6.4931486392115e-40,"7","H2afx"
"Ngfr",3.3322120034436e-43,0.38595923492713,0.262,0.027,4.61544684596973e-39,"7","Ngfr"
"Rrm1",4.88215344364073e-43,0.548714117139914,0.593,0.143,6.76227073478678e-39,"7","Rrm1"
"Sostdc12",4.93720473069291e-43,0.650036083896373,0.579,0.133,6.83852227248275e-39,"7","Sostdc1"
"Ybx13",1.20605753591314e-42,0.578676722371021,1,0.946,1.67051029299329e-38,"7","Ybx1"
"Bmp71",3.21867658685094e-42,0.461094879133745,0.517,0.107,4.45818894044724e-38,"7","Bmp7"
"Oxct14",4.72958697733559e-42,0.697281606365963,0.807,0.277,6.55095092230752e-38,"7","Oxct1"
"Cdkn2d",1.66530614189467e-41,0.521372932581829,0.497,0.104,2.30661553713831e-37,"7","Cdkn2d"
"Ube2s4",1.68150794459352e-41,0.933430932080389,0.917,0.611,2.32905665405648e-37,"7","Ube2s"
"A230065H16Rik",2.2349487525413e-41,0.498237124169159,0.379,0.061,3.09562751714495e-37,"7","A230065H16Rik"
"Psrc1",1.89322992785465e-40,0.38222603278989,0.317,0.044,2.62231277307147e-36,"7","Psrc1"
"Ppia3",2.39187529771102e-40,0.422373023817754,1,0.997,3.31298647485953e-36,"7","Ppia"
"Gpsm21",2.97781784196001e-40,0.431641980394504,0.51,0.107,4.12457549289881e-36,"7","Gpsm2"
"Kif20b",3.03896612070049e-40,0.353366304519501,0.255,0.028,4.20927197378225e-36,"7","Kif20b"
"Rangap1",5.11618383853965e-40,0.473626099822327,0.545,0.128,7.08642623476127e-36,"7","Rangap1"
"Ywhah4",5.77488950954113e-40,0.843921567432479,0.931,0.52,7.99879945966543e-36,"7","Ywhah"
"Rnf26",2.38678132047298e-39,0.352306662456501,0.345,0.054,3.30593080698712e-35,"7","Rnf26"
"Vim6",2.54918878451164e-39,0.653001618365948,0.848,0.301,3.53088138542707e-35,"7","Vim"
"Krt42",4.32675941249363e-38,0.661972028198644,0.303,0.043,5.99299446224493e-34,"7","Krt42"
"Bok1",4.64934003114563e-38,0.586022562880268,0.586,0.15,6.43980087713981e-34,"7","Bok"
"Tubb4b3",9.22471597711129e-38,0.902887691063527,0.897,0.61,1.27771540998969e-33,"7","Tubb4b"
"Shisa8",4.5275262012569e-37,0.39989997737016,0.345,0.056,6.27107654136093e-33,"7","Shisa8"
"Ppic2",9.01570540748619e-37,0.46697678603584,0.655,0.173,1.24876535599091e-32,"7","Ppic"
"Fbln21",9.26291974452406e-37,0.464330004567547,0.552,0.132,1.28300701381403e-32,"7","Fbln2"
"Eva1a",1.37744969096879e-36,0.337699758376196,0.269,0.034,1.90790556696087e-32,"7","Eva1a"
"Irx4",1.64115502677825e-36,0.337184147949092,0.441,0.087,2.27316382759056e-32,"7","Irx4"
"Emid16",2.49384880458349e-36,0.585320738927104,0.834,0.283,3.45422997922859e-32,"7","Emid1"
"Slc25a46",2.70996658033942e-36,0.609495428757838,0.993,0.877,3.75357471042814e-32,"7","Slc25a4"
"Cotl16",2.81325760908801e-35,0.63682168518886,0.972,0.475,3.8966431143478e-31,"7","Cotl1"
"Dctpp15",5.44022069692e-35,0.72847010576033,0.869,0.396,7.53524968730389e-31,"7","Dctpp1"
"Pdpn4",9.12124352077918e-35,0.466684980752865,0.683,0.194,1.26338344006312e-30,"7","Pdpn"
"Exosc81",1.01610889392648e-34,0.588949740798271,0.731,0.252,1.40741242897757e-30,"7","Exosc8"
"Msn1",1.41250347639341e-34,0.516638458608594,0.655,0.192,1.95645856515252e-30,"7","Msn"
"Igfbp36",1.51739362517677e-34,0.562475361939562,0.697,0.206,2.10174191023235e-30,"7","Igfbp3"
"Calm27",2.46066895010483e-34,0.556743728120319,1,0.958,3.40827256279021e-30,"7","Calm2"
"Etv41",2.57280863592806e-34,0.473210724832463,0.462,0.106,3.56359724162396e-30,"7","Etv4"
"Pfn15",2.82080692098505e-34,0.512533254677896,0.993,0.96,3.90709966625639e-30,"7","Pfn1"
"Lsm24",8.85975409393068e-34,0.719253186710443,0.807,0.34,1.22716453955034e-29,"7","Lsm2"
"Dek3",9.98797834286872e-34,0.752546247706678,0.862,0.414,1.38343488027075e-29,"7","Dek"
"4930579G24Rik",1.21157405369914e-33,0.362654211852601,0.262,0.037,1.67815122177867e-29,"7","4930579G24Rik"
"Tmpo1",1.31360200586726e-33,0.548059132652818,0.669,0.218,1.81947013832674e-29,"7","Tmpo"
"Perp7",1.4737035955696e-33,0.64652932929233,0.945,0.49,2.04122685022346e-29,"7","Perp"
"Ntf3",1.51622999453257e-33,0.33057942854411,0.255,0.034,2.10013016542707e-29,"7","Ntf3"
"Rbm35",2.12567737741548e-33,0.616133388141406,0.979,0.737,2.94427573545818e-29,"7","Rbm3"
"Tppp31",7.91359419550175e-33,0.709771998530241,0.531,0.147,1.09611193201895e-28,"7","Tppp3"
"Moxd11",9.23435237965476e-33,0.398735785908886,0.434,0.094,1.27905014810598e-28,"7","Moxd1"
"Usp1",1.035628168129e-32,0.402355147208854,0.49,0.122,1.43444857567548e-28,"7","Usp1"
"S100a164",1.247691148547e-32,0.643201512356604,0.979,0.677,1.72817700985244e-28,"7","S100a16"
"Rpp30",1.30419986220754e-32,0.488041092669191,0.628,0.192,1.80644722914367e-28,"7","Rpp30"
"Anp32b4",1.40255526290725e-32,0.631838869598376,0.972,0.663,1.94267929465284e-28,"7","Anp32b"
"Phlda37",2.66862583865971e-32,0.553219205145728,0.793,0.277,3.69631364912756e-28,"7","Phlda3"
"Ranbp14",2.729419794219e-32,0.649507758383185,0.986,0.775,3.78051935697273e-28,"7","Ranbp1"
"Col14a11",4.51754744633721e-32,0.374406741638761,0.483,0.115,6.25725496792168e-28,"7","Col14a1"
"Nup37",7.13379513828679e-32,0.430906095888013,0.483,0.121,9.88101964604104e-28,"7","Nup37"
"Krt232",8.109058256111e-32,0.514260591536007,0.579,0.158,1.12318565905393e-27,"7","Krt23"
"Rad21",1.15237092902921e-31,0.373268033623742,0.483,0.12,1.59614897379836e-27,"7","Rad21"
"1190005I06Rik",1.55978105144572e-31,0.263860858647385,0.276,0.042,2.16045273435747e-27,"7","1190005I06Rik"
"Gpx7",1.73432511003291e-31,0.384782999300683,0.386,0.079,2.40221370990659e-27,"7","Gpx7"
"Ddx394",2.88653298606541e-31,0.663348842279842,0.724,0.282,3.9981368389992e-27,"7","Ddx39"
"Rgs101",3.6671240342927e-31,0.399974062868058,0.531,0.14,5.07933349989882e-27,"7","Rgs10"
"4933404O12Rik",4.29250801173145e-31,0.284062874506047,0.297,0.05,5.94555284704924e-27,"7","4933404O12Rik"
"Cmc2",4.38693201350884e-31,0.43784950304212,0.503,0.133,6.07633953191109e-27,"7","Cmc2"
"Dynll13",4.40095548977943e-31,0.610015426492199,0.993,0.843,6.09576344889349e-27,"7","Dynll1"
"Col18a1",5.00277267232465e-31,0.356657552807663,0.407,0.087,6.92934042843687e-27,"7","Col18a1"
"Dut6",9.85700360216547e-31,0.707221847607382,0.841,0.392,1.36529356893594e-26,"7","Dut"
"Lsm31",1.08976538944524e-30,0.564889153906748,0.71,0.26,1.50943404092061e-26,"7","Lsm3"
"Lsm51",1.58241347420405e-30,0.577870741948697,0.717,0.259,2.19180090312002e-26,"7","Lsm5"
"Dnajc91",1.96296990863398e-30,0.557124801311212,0.641,0.211,2.71890962044892e-26,"7","Dnajc9"
"Krt57",2.12669861450168e-30,0.475734104813195,0.897,0.333,2.94569025094627e-26,"7","Krt5"
"Col4a22",2.31078542595556e-30,0.386564360572001,0.538,0.141,3.20066889349104e-26,"7","Col4a2"
"Cfl13",2.48929707737525e-30,0.479317142478067,0.993,0.925,3.44792538187245e-26,"7","Cfl1"
"Ptma3",3.72597947559016e-30,0.307738427617164,1,1,5.16085417163993e-26,"7","Ptma"
"Pmf1",4.58922142331011e-30,0.44305722941442,0.593,0.182,6.35653059342684e-26,"7","Pmf1"
"Tpm43",6.92372912958125e-30,0.606699556694899,0.89,0.472,9.59005721738299e-26,"7","Tpm4"
"Mthfd2",3.32499433584151e-29,0.451564328721692,0.455,0.12,4.60544965457407e-25,"7","Mthfd2"
"Gm211901",3.93358898073344e-29,0.409084304843225,0.393,0.088,5.44841409721388e-25,"7","Gm21190"
"Calm13",4.04149962589298e-29,0.592859550302985,0.972,0.689,5.59788113182437e-25,"7","Calm1"
"Fam216a",6.05402284692269e-29,0.481904225466316,0.51,0.149,8.38542704527261e-25,"7","Fam216a"
"Tagln26",6.29843935927737e-29,0.68424749984728,0.959,0.692,8.72396835653509e-25,"7","Tagln2"
"Hn14",8.20049807568023e-29,0.682783010464672,0.924,0.612,1.13585098846247e-24,"7","Hn1"
"Ak61",9.77731918844229e-29,0.440273268990093,0.697,0.242,1.35425648079114e-24,"7","Ak6"
"H2afv1",9.8165975714385e-29,0.678971239842483,0.924,0.612,1.35969692961995e-24,"7","H2afv"
"Rfc5",1.02900899487789e-28,0.411492685642142,0.49,0.135,1.42528035880537e-24,"7","Rfc5"
"Col4a12",1.28434437050881e-28,0.407405308269374,0.621,0.183,1.77894538759176e-24,"7","Col4a1"
"Atp1b34",1.41583662751437e-28,0.490595223765132,0.697,0.246,1.96107531277016e-24,"7","Atp1b3"
"Prr71",2.34459512671168e-28,0.368751394835705,0.414,0.096,3.24749871000835e-24,"7","Prr7"
"Celf2",2.58777377218061e-28,0.320626506909343,0.359,0.076,3.58432545184737e-24,"7","Celf2"
"Igfbp77",2.70361148800597e-28,0.426206509559684,0.834,0.342,3.74477227203707e-24,"7","Igfbp7"
"Rbp15",7.43336504849221e-28,0.615098209869728,0.979,0.554,1.02959539286666e-23,"7","Rbp1"
"Gtf2f25",1.04781147806278e-27,0.492120817771191,0.703,0.261,1.45132367826476e-23,"7","Gtf2f2"
"Rnase47",1.32522875504838e-27,0.328038165540182,0.724,0.236,1.83557434861751e-23,"7","Rnase4"
"Slc7a51",2.62620463589674e-27,0.386390955736688,0.476,0.129,3.63755604118058e-23,"7","Slc7a5"
"Anp32e1",8.09953922964542e-27,0.469994399767059,0.69,0.248,1.12186717869819e-22,"7","Anp32e"
"Fabp55",1.21275851095661e-26,0.646745608641384,0.662,0.242,1.679791813526e-22,"7","Fabp5"
"Rexo23",1.62915915898821e-26,0.574088440064798,0.945,0.561,2.25654835111457e-22,"7","Rexo2"
"Sdpr5",3.59219361949493e-26,0.402133509527814,0.614,0.196,4.97554738236243e-22,"7","Sdpr"
"Fam132a5",4.2169350516418e-26,0.452381723292835,0.779,0.315,5.84087674002906e-22,"7","Fam132a"
"Snrpf5",5.85491169349941e-26,0.584418753863867,0.903,0.558,8.10963818666603e-22,"7","Snrpf"
"Nkd11",6.97068079278892e-26,0.321606101267,0.441,0.113,9.65508996609193e-22,"7","Nkd1"
"Reep4",7.54597129377902e-26,0.350453303737029,0.331,0.072,1.04519248390133e-21,"7","Reep4"
"Slc25a55",9.12463881103784e-26,0.436827003209927,0.993,0.942,1.26385372171685e-21,"7","Slc25a5"
"Lyar4",1.22793597740378e-25,0.559961590390163,0.828,0.396,1.70081412230197e-21,"7","Lyar"
"Dtymk3",1.64400944468074e-25,0.576377137217354,0.855,0.43,2.2771174818273e-21,"7","Dtymk"
"Tnfrsf181",2.44480048412612e-25,0.401782151197676,0.414,0.109,3.38629315056309e-21,"7","Tnfrsf18"
"Odc14",3.3054172494657e-25,0.583113969296098,0.662,0.248,4.57833343223494e-21,"7","Odc1"
"Cenph",3.89000748895797e-25,0.394451801655895,0.31,0.068,5.38804937295569e-21,"7","Cenph"
"Gemin6",4.81848150730299e-25,0.280580256294077,0.428,0.113,6.67407873576538e-21,"7","Gemin6"
"Tpm17",5.24931187975409e-25,0.509868236674868,0.972,0.601,7.27082188464739e-21,"7","Tpm1"
"Hspa14",5.4856006833369e-25,0.436319233545758,0.586,0.201,7.59810550648993e-21,"7","Hspa14"
"Snrpa14",8.44289322466714e-25,0.578894401894339,0.821,0.428,1.16942514054864e-20,"7","Snrpa1"
"Gapdh4",1.86333166017644e-24,0.466675661488703,0.979,0.831,2.58090068251038e-20,"7","Gapdh"
"Snrnp25",1.90298627203495e-24,0.339972473394047,0.428,0.118,2.6358262853956e-20,"7","Snrnp25"
"Eif5a6",1.98327520289814e-24,0.3903523558613,1,0.954,2.74703448353422e-20,"7","Eif5a"
"Rtn12",2.1117996605853e-24,0.314272214739374,0.414,0.106,2.9250537098767e-20,"7","Rtn1"
"Psat1",2.5237928458206e-24,0.370703545853621,0.428,0.121,3.49570547074611e-20,"7","Psat1"
"Gmnn",4.46241865532891e-24,0.376342949497911,0.497,0.153,6.18089607949607e-20,"7","Gmnn"
"Cycs4",6.66977206483911e-24,0.511297564955788,0.931,0.663,9.23830128700865e-20,"7","Cycs"
"Ckap5",7.65314077493998e-24,0.269773128483019,0.29,0.06,1.06003652873694e-19,"7","Ckap5"
"Psph",9.21986746528684e-24,0.396085046088578,0.572,0.194,1.27704384261688e-19,"7","Psph"
"Mtap",1.35417476473802e-23,0.395249430727651,0.428,0.121,1.87566746663863e-19,"7","Mtap"
"Hnrnpa34",2.59418588984023e-23,0.527733568715184,0.945,0.609,3.59320687601771e-19,"7","Hnrnpa3"
"Flna6",2.61027902773028e-23,0.397102360590853,0.738,0.288,3.61549748130921e-19,"7","Flna"
"Pdlim45",3.0104538576722e-23,0.569355477992124,0.814,0.395,4.16977963826177e-19,"7","Pdlim4"
"Gltp2",3.64986153470354e-23,0.428537862635597,0.593,0.215,5.05542321171787e-19,"7","Gltp"
"Erh5",6.39424491404018e-23,0.436182470502646,0.986,0.824,8.85666863043706e-19,"7","Erh"
"Tuba1a5",8.9888380521141e-23,0.625056487971262,0.917,0.561,1.24504395859832e-18,"7","Tuba1a"
"Arc2",1.06903642464478e-22,0.338565809275676,0.538,0.172,1.48072235177548e-18,"7","Arc"
"Nucks11",1.15015782541456e-22,0.459455457161935,0.628,0.24,1.59308360398171e-18,"7","Nucks1"
"Bub32",1.45890680989011e-22,0.567151019919865,0.731,0.35,2.0207318223788e-18,"7","Bub3"
"Tipin5",1.96109426298805e-22,0.530529559408444,0.607,0.236,2.71631166366475e-18,"7","Tipin"
"Tpm27",2.12388452254187e-22,0.379632485736999,0.986,0.436,2.94179245217274e-18,"7","Tpm2"
"Baiap23",2.73136296552262e-22,0.375191356111466,0.648,0.246,3.78321084354538e-18,"7","Baiap2"
"Arl6",2.88644403157887e-22,0.273125306284742,0.49,0.149,3.99801362813989e-18,"7","Arl6"
"Hmgn13",3.00058329496249e-22,0.394493966440033,0.979,0.902,4.15610792185254e-18,"7","Hmgn1"
"Hint14",3.41635399239333e-22,0.447738106487263,0.972,0.793,4.731991914864e-18,"7","Hint1"
"Anapc52",3.89692878643271e-22,0.455135062052242,0.841,0.404,5.39763606208794e-18,"7","Anapc5"
"Me2",4.07189755990619e-22,0.286275847448094,0.276,0.06,5.63998531022606e-18,"7","Me2"
"Krt147",6.56555857839762e-22,0.389127991515646,0.972,0.454,9.09395518693854e-18,"7","Krt14"
"Cisd15",6.88652383528755e-22,0.50797744601325,0.848,0.448,9.53852416425678e-18,"7","Cisd1"
"Snrpd14",7.26062401294994e-22,0.528354462888102,0.862,0.484,1.0056690320337e-17,"7","Snrpd1"
"Naa201",7.98562707605056e-22,0.48400672843891,0.786,0.379,1.10608920630376e-17,"7","Naa20"
"Degs14",8.07669890331348e-22,0.446025557670656,0.683,0.275,1.11870356509795e-17,"7","Degs1"
"Hacd15",8.10798529211744e-22,0.35235920084143,0.621,0.218,1.12303704281119e-17,"7","Hacd1"
"Tmsb103",1.02729164914015e-21,0.403073623123148,0.993,0.892,1.42290166322403e-17,"7","Tmsb10"
"Ptms6",1.63530269755617e-21,0.503558336218147,0.903,0.527,2.26505776638505e-17,"7","Ptms"
"Rad51",2.09306318105148e-21,0.28621239659138,0.276,0.062,2.8991018120744e-17,"7","Rad51"
"Vwa17",2.75654208627458e-21,0.324640374725349,0.703,0.252,3.81808644369892e-17,"7","Vwa1"
"Phf5a1",2.8981922396433e-21,0.421459615217399,0.717,0.307,4.01428607112994e-17,"7","Phf5a"
"Ndufa114",2.90603630699715e-21,0.469013706024961,0.966,0.697,4.02515088882175e-17,"7","Ndufa11"
"Tmem237",3.11478568632198e-21,0.388973615294707,0.407,0.122,4.31428965412457e-17,"7","Tmem237"
"Ddx39b3",3.42495579190775e-21,0.510182555254833,0.924,0.565,4.74390626737143e-17,"7","Ddx39b"
"Lsm8",4.00372215272952e-21,0.41688771389827,0.648,0.259,5.54555555374565e-17,"7","Lsm8"
"Gcat",4.2088430670679e-21,0.321212655554615,0.434,0.133,5.82966853219575e-17,"7","Gcat"
"Hnrnpa2b12",4.46575895657935e-21,0.461696674823606,0.979,0.814,6.18552273075805e-17,"7","Hnrnpa2b1"
"Tes5",4.5771107992489e-21,0.338718457756671,0.71,0.274,6.33975616803965e-17,"7","Tes"
"Serpinb54",4.75821047360242e-21,0.485433692478833,0.779,0.364,6.59059732698671e-17,"7","Serpinb5"
"Set4",4.87956107395556e-21,0.513460354779615,0.917,0.611,6.75868004353585e-17,"7","Set"
"Sap30",5.73336859346066e-21,0.432280162280322,0.476,0.165,7.94128883880236e-17,"7","Sap30"
"Rfc4",6.74302833719239e-21,0.339756874623675,0.483,0.159,9.33976854984518e-17,"7","Rfc4"
"Mis18a",7.66484457970298e-21,0.313011470737534,0.372,0.105,1.06165762273466e-16,"7","Mis18a"
"Nde1",9.00894413033122e-21,0.352510235797801,0.393,0.114,1.24782885149218e-16,"7","Nde1"
"Fzr1",9.5980070835864e-21,0.308916225580022,0.421,0.126,1.32941996114755e-16,"7","Fzr1"
"Mdk7",1.07448018744158e-20,0.304742548331459,0.628,0.222,1.48826250762534e-16,"7","Mdk"
"Srsf34",1.10133908500182e-20,0.513868097315685,0.924,0.638,1.52546476663603e-16,"7","Srsf3"
"Rcc1",1.52649636520829e-20,0.252567452732627,0.276,0.062,2.11435011545001e-16,"7","Rcc1"
"Traf7",1.59478989132602e-20,0.32305983154728,0.497,0.167,2.20894347847568e-16,"7","Traf7"
"Pgam14",1.67684552023511e-20,0.538305972093666,0.89,0.56,2.32259873007766e-16,"7","Pgam1"
"Hsp90b14",2.02234921872027e-20,0.494442477765583,0.945,0.664,2.80115590284945e-16,"7","Hsp90b1"
"Mnd1",3.27907366910097e-20,0.361947391306117,0.372,0.108,4.54184493907176e-16,"7","Mnd1"
"Hnrnpa15",3.49459296361148e-20,0.465724447897041,0.938,0.723,4.84036071389826e-16,"7","Hnrnpa1"
"Ruvbl24",4.29876440724168e-20,0.507552930343317,0.71,0.339,5.95421858047044e-16,"7","Ruvbl2"
"Tmem97",4.37349911961059e-20,0.303158674360792,0.462,0.152,6.05773363057262e-16,"7","Tmem97"
"Pold2",5.94284935653888e-20,0.425288810558033,0.545,0.206,8.23144064374201e-16,"7","Pold2"
"Hsp90aa13",9.70525245203785e-20,0.416142908841376,0.966,0.786,1.34427451713176e-15,"7","Hsp90aa1"
"Pdlim15",1.06430586914189e-19,0.399584003528251,0.683,0.289,1.47417005934843e-15,"7","Pdlim1"
"Morf4l23",1.08655262129164e-19,0.517971257766132,0.931,0.635,1.50498403575106e-15,"7","Morf4l2"
"Echs1",1.13201275356115e-19,0.467981695032855,0.779,0.409,1.56795086495756e-15,"7","Echs1"
"Anapc15",1.35113391627588e-19,0.376564940957206,0.428,0.139,1.87145558743372e-15,"7","Anapc15"
"Glrx52",1.43713368204726e-19,0.491391489798782,0.869,0.524,1.99057386300366e-15,"7","Glrx5"
"Apoe7",1.61251507857862e-19,0.490164509765893,1,0.633,2.23349463533924e-15,"7","Apoe"
"Osr1",1.62309917069172e-19,0.257170126149131,0.317,0.08,2.2481546613251e-15,"7","Osr1"
"Lzic",1.84990811489463e-19,0.294641796918236,0.303,0.078,2.56230772994056e-15,"7","Lzic"
"Pdlim77",3.52219682205472e-19,0.340526283728277,0.628,0.247,4.878594818228e-15,"7","Pdlim7"
"Hmgn34",5.01322527353417e-19,0.386535667039218,0.731,0.318,6.94381832637218e-15,"7","Hmgn3"
"Nup93",6.01563853744148e-19,0.310016276731759,0.303,0.079,8.3322609382102e-15,"7","Nup93"
"9130401M01Rik2",7.61547941360641e-19,0.382563214409488,0.586,0.241,1.05482005357862e-14,"7","9130401M01Rik"
"Snrpb4",9.68853540270915e-19,0.403587329478583,0.938,0.793,1.34195903862924e-14,"7","Snrpb"
"Ccdc1242",1.24320758267915e-18,0.464767685348105,0.731,0.373,1.72196682276889e-14,"7","Ccdc124"
"Haus1",1.35042248343301e-18,0.410006728071574,0.51,0.189,1.87047018180306e-14,"7","Haus1"
"Sfpq",1.99597638550354e-18,0.432888029106929,0.766,0.359,2.76462689156095e-14,"7","Sfpq"
"Sumo21",2.87253979901015e-18,0.398218454597119,0.979,0.855,3.97875487560896e-14,"7","Sumo2"
"Cacybp3",3.66032851635518e-18,0.482816430393182,0.841,0.473,5.06992102800356e-14,"7","Cacybp"
"Tfap2c5",4.80163008864407e-18,0.331481634898233,0.683,0.287,6.65073783578091e-14,"7","Tfap2c"
"Eif1b3",4.82879218872127e-18,0.331382183119443,0.676,0.28,6.68836006059783e-14,"7","Eif1b"
"Tubg11",5.21787514684864e-18,0.325339301462026,0.517,0.19,7.22727886590005e-14,"7","Tubg1"
"Ube2v2",5.96306692621994e-18,0.341920801122869,0.593,0.235,8.25944399950724e-14,"7","Ube2v2"
"Hras",6.12747931119552e-18,0.324214782693863,0.579,0.231,8.48717159393691e-14,"7","Hras"
"Tm4sf15",8.32889230980045e-18,0.302861552074787,0.924,0.534,1.15363487383046e-13,"7","Tm4sf1"
"Atp5o3",8.54521199479265e-18,0.369039799471629,0.986,0.829,1.18359731339873e-13,"7","Atp5o"
"Snrnp402",8.88411959440959e-18,0.390478924349036,0.717,0.32,1.23053940502167e-13,"7","Snrnp40"
"Snrpg2",9.82967169258352e-18,0.380330758200264,0.952,0.722,1.36150782613974e-13,"7","Snrpg"
"Mbd34",1.10233766245158e-17,0.404355946316463,0.745,0.364,1.52684789626168e-13,"7","Mbd3"
"Srsf73",1.15181624690125e-17,0.460322929790161,0.897,0.549,1.59538068358292e-13,"7","Srsf7"
"Nap1l12",1.24094615189527e-17,0.480229973529422,0.745,0.375,1.71883451499013e-13,"7","Nap1l1"
"Plek2",1.44936836009816e-17,0.343871614237846,0.448,0.155,2.00752011557196e-13,"7","Plek2"
"Lsm62",1.51561124947865e-17,0.406140770661282,0.697,0.318,2.09927314165288e-13,"7","Lsm6"
"Prelid1",1.74707848005815e-17,0.482047496700949,0.897,0.526,2.41987840272855e-13,"7","Prelid1"
"Dkc11",1.85696936241042e-17,0.354725236829353,0.566,0.221,2.57208826387467e-13,"7","Dkc1"
"Dimt1",4.11406938329432e-17,0.292362928233499,0.503,0.185,5.69839750280096e-13,"7","Dimt1"
"Psmc1",4.87505158902085e-17,0.405160648655579,0.772,0.4,6.75243395595277e-13,"7","Psmc1"
"Npw",5.71221999426391e-17,0.303486308569471,0.338,0.102,7.91199591405494e-13,"7","Npw"
"Cfl21",5.82714718833311e-17,0.366559855648043,0.579,0.235,8.0711815705602e-13,"7","Cfl2"
"Cby1",5.98163696450648e-17,0.29048474272818,0.428,0.145,8.28516535953793e-13,"7","Cby1"
"Bcl7c2",6.48314094044507e-17,0.358832414415158,0.752,0.364,8.97979851661047e-13,"7","Bcl7c"
"Crispld26",6.54193907576285e-17,0.321798851683625,0.593,0.237,9.06123981383913e-13,"7","Crispld2"
"Pbdc11",6.57933227992028e-17,0.388365821825115,0.69,0.325,9.11303314091758e-13,"7","Pbdc1"
"Rbpms7",7.00583909810209e-17,0.288787961083902,0.855,0.412,9.70378773478121e-13,"7","Rbpms"
"Ahsa12",7.54079252515542e-17,0.368931598987859,0.931,0.528,1.04447517265928e-12,"7","Ahsa1"
"Rnf73",8.31096469184198e-17,0.420086126915268,0.862,0.518,1.15115171946703e-12,"7","Rnf7"
"Kpnb1",8.39891542843374e-17,0.310404698332633,0.448,0.162,1.16333377599236e-12,"7","Kpnb1"
"Haus4",8.92488843053627e-17,0.281465196729917,0.331,0.1,1.23618629651358e-12,"7","Haus4"
"Cnih11",9.58527276081543e-17,0.370480059972822,0.586,0.249,1.32765613010054e-12,"7","Cnih1"
"Smarcb11",1.11948106684869e-16,0.336482546742519,0.731,0.344,1.55059322569212e-12,"7","Smarcb1"
"Npm32",1.15663679234631e-16,0.440307022479756,0.917,0.607,1.60205762107887e-12,"7","Npm3"
"Dnajc15",1.36006321967551e-16,0.362323509906778,0.697,0.315,1.88382356557255e-12,"7","Dnajc15"
"Hspd15",1.4645417012827e-16,0.448399939427439,0.897,0.636,2.02853671044667e-12,"7","Hspd1"
"Pard6g1",1.65528350694357e-16,0.295990330257885,0.414,0.139,2.29273318546754e-12,"7","Pard6g"
"Impa2",2.05531953626055e-16,0.270822867712826,0.462,0.167,2.84682308967449e-12,"7","Impa2"
"Nudt211",2.23262341096608e-16,0.400696778103681,0.828,0.466,3.09240668652912e-12,"7","Nudt21"
"Nasp3",2.4242139969555e-16,0.395482630077252,0.621,0.27,3.35777880718307e-12,"7","Nasp"
"Pdap13",3.0391190740116e-16,0.402064208435363,0.848,0.475,4.20948382941347e-12,"7","Pdap1"
"Syncrip3",3.47196143547427e-16,0.307367805011673,0.566,0.235,4.80901378427541e-12,"7","Syncrip"
"Hnrnpdl2",3.60315842522347e-16,0.42498826348978,0.772,0.424,4.99073473477703e-12,"7","Hnrnpdl"
"Pxdc14",4.24790076066951e-16,0.267272199101004,0.634,0.261,5.88376734360334e-12,"7","Pxdc1"
"Srsf1",4.54021259012382e-16,0.298177715125688,0.579,0.236,6.28864845858051e-12,"7","Srsf1"
"Prdx44",4.81235628970461e-16,0.397717497475301,0.862,0.476,6.66559469686986e-12,"7","Prdx4"
"G3bp11",5.99479288268457e-16,0.405695779757505,0.903,0.609,8.3033876218064e-12,"7","G3bp1"
"Larp7",6.91513120111584e-16,0.269063670764332,0.455,0.166,9.57814822666555e-12,"7","Larp7"
"Psip11",7.05858978417853e-16,0.372640284409729,0.628,0.283,9.77685271006568e-12,"7","Psip1"
"Idh3a1",7.21560546690827e-16,0.406987724144907,0.814,0.46,9.99433513221464e-12,"7","Idh3a"
"Actn17",8.57607010961875e-16,0.353730743334726,0.8,0.402,1.18787147088329e-11,"7","Actn1"
"Kctd1",8.72853949837168e-16,0.283616197923564,0.469,0.178,1.20899000591946e-11,"7","Kctd1"
"Mrpl511",9.5262982892348e-16,0.397343698565756,0.724,0.368,1.31948757604191e-11,"7","Mrpl51"
"Hnrnpab4",9.53766842000118e-16,0.432939961781484,0.883,0.569,1.32106245285436e-11,"7","Hnrnpab"
"Ywhaq1",1.02304635398412e-15,0.372827599142585,0.979,0.806,1.41702150490341e-11,"7","Ywhaq"
"Bnip24",1.14284015108372e-15,0.26918825246297,0.579,0.236,1.58294789326607e-11,"7","Bnip2"
"Gyltl1b",1.15369016870673e-15,0.259216097109538,0.414,0.144,1.59797625267569e-11,"7","Gyltl1b"
"Ncaph2",1.23503928672366e-15,0.334065379900025,0.531,0.219,1.71065291604095e-11,"7","Ncaph2"
"Dusp64",1.23923013622292e-15,0.344097158610046,0.779,0.374,1.71645766168237e-11,"7","Dusp6"
"Cdk45",1.25073831834804e-15,0.377929931988859,0.966,0.687,1.73239764474386e-11,"7","Cdk4"
"Smco41",1.26583927162606e-15,0.291444756577652,0.517,0.204,1.75331397512926e-11,"7","Smco4"
"Sdc13",1.31322045148129e-15,0.358078686031559,0.579,0.251,1.81894164734674e-11,"7","Sdc1"
"Gem1",1.37410505277342e-15,0.279438892017229,0.517,0.198,1.90327290859646e-11,"7","Gem"
