"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Krt17",5.67976478398806e-192,1.80842235725948,0.981,0.33,7.86704220230187e-188,"0","Krt17"
"Krt14",4.94367279885592e-159,1.39321710644889,0.995,0.379,6.84748119369533e-155,"0","Krt14"
"Tagln",7.66174482291409e-153,1.3748246520307,0.988,0.358,1.06122827542183e-148,"0","Tagln"
"Lgals1",4.68827388015737e-152,1.35943621010513,0.883,0.27,6.49372815140598e-148,"0","Lgals1"
"Cotl1",4.67397797125703e-146,1.23252192202819,0.952,0.411,6.47392688798811e-142,"0","Cotl1"
"Lmo1",5.93173319735465e-145,1.10147157995841,0.812,0.196,8.21604365165592e-141,"0","Lmo1"
"Igfbp7",5.6398896400337e-144,1.03770157154576,0.879,0.265,7.81181114041068e-140,"0","Igfbp7"
"Lgals7",8.176282681161e-140,1.3980150676972,0.848,0.26,1.13249691416761e-135,"0","Lgals7"
"Tpm2",2.64671670051694e-137,1.10794067907693,0.995,0.36,3.66596730188602e-133,"0","Tpm2"
"Krt15",1.64075698585377e-133,1.54519302488941,0.707,0.164,2.27261250110605e-129,"0","Krt15"
"Myl9",9.99835613006724e-128,1.02428821302906,0.976,0.337,1.38487230757561e-123,"0","Myl9"
"Cnn1",2.50481083888548e-127,1.06267808233018,0.957,0.313,3.46941349294028e-123,"0","Cnn1"
"Acta2",1.84037904273849e-121,1.08409864145094,0.995,0.432,2.54910901209709e-117,"0","Acta2"
"Cxcl14",1.72558050174619e-120,0.823032114013774,0.99,0.336,2.39010155296865e-116,"0","Cxcl14"
"Apoe",1.65612082401873e-118,1.09923588413874,0.998,0.584,2.29389295334834e-114,"0","Apoe"
"Postn",5.31844451731415e-118,1.10064099802798,0.712,0.169,7.36657750093182e-114,"0","Postn"
"Krt5",8.37053771956763e-109,0.901186219694248,0.855,0.264,1.15940317953731e-104,"0","Krt5"
"Csrp1",6.64952408140739e-108,0.979881118967111,0.976,0.549,9.21025580515738e-104,"0","Csrp1"
"Sfn",1.16744239613363e-106,0.958522461054661,0.983,0.821,1.61702446288469e-102,"0","Sfn"
"Sparc",3.79920258250358e-102,0.824491046176524,0.979,0.356,5.26227549702571e-98,"0","Sparc"
"Myl6",4.68581181373146e-98,0.673876939968188,1,0.967,6.49031794319945e-94,"0","Myl6"
"Rbp1",2.41067573688982e-96,0.851228956026285,0.955,0.501,3.33902696316608e-92,"0","Rbp1"
"Pxdc1",8.97263121949125e-95,0.975929705875686,0.681,0.2,1.24279915021173e-90,"0","Pxdc1"
"S100a10",6.93874745045141e-94,0.797291814570606,0.96,0.745,9.61085909362024e-90,"0","S100a10"
"Igfbp3",1.18298559261767e-91,1.01635229110446,0.61,0.158,1.63855334433474e-87,"0","Igfbp3"
"Ifitm3",1.45079385627396e-90,0.688103260862968,1,0.847,2.00949457032506e-86,"0","Ifitm3"
"Tpm1",1.72291066142125e-89,0.884004871678842,0.919,0.562,2.38640355713457e-85,"0","Tpm1"
"Cald1",5.9260678637306e-88,0.764550944374515,0.84,0.313,8.20819659805325e-84,"0","Cald1"
"Pfn1",2.09964676582063e-86,0.583028168779345,0.99,0.956,2.90822073533815e-82,"0","Pfn1"
"Rcn3",4.29456275350474e-81,0.690324097345362,0.638,0.178,5.94839886987942e-77,"0","Rcn3"
"Emid1",8.50886674292806e-79,0.74370640012461,0.702,0.235,1.17856313256297e-74,"0","Emid1"
"Vwa1",4.34687408927263e-78,0.7538179983204,0.657,0.201,6.02085530105152e-74,"0","Vwa1"
"Slc25a4",6.02030695040457e-78,0.621717138356376,0.969,0.866,8.33872715700537e-74,"0","Slc25a4"
"Slpi",1.90565508925651e-77,1.44958528282277,0.819,0.371,2.63952286412919e-73,"0","Slpi"
"Serpinh1",3.16834642276229e-77,0.675621927261603,0.952,0.566,4.38847663016805e-73,"0","Serpinh1"
"Igfbp2",3.36827425515481e-76,0.816550430316168,0.612,0.175,4.66539667081493e-72,"0","Igfbp2"
"Fst",1.41372883481612e-74,1.06404993255206,0.569,0.163,1.95815580910381e-70,"0","Fst"
"Dstn",1.95792745668216e-74,0.569798802729394,0.995,0.865,2.71192532025047e-70,"0","Dstn"
"Selm",3.103947325162e-74,0.621133488763099,0.726,0.248,4.29927744008189e-70,"0","Selm"
"Actg2",8.37444878705751e-73,0.992951239707467,0.56,0.158,1.15994490149534e-68,"0","Actg2"
"Myh11",1.50436272553093e-72,0.645914576595845,0.674,0.211,2.08369281113289e-68,"0","Myh11"
"Adamts1",1.71429994081141e-72,0.804575560678402,0.519,0.134,2.37447684801789e-68,"0","Adamts1"
"Flna",1.87079035289508e-70,0.765078254473994,0.664,0.242,2.59123171779497e-66,"0","Flna"
"Arc",3.22265432383222e-70,0.757559366780794,0.5,0.13,4.46369850394001e-66,"0","Arc"
"Wnt10a",3.44390823117757e-67,0.545037665106453,0.352,0.061,4.77015729100405e-63,"0","Wnt10a"
"Pdpn",4.99943337063382e-67,0.64432981644741,0.548,0.156,6.9247151616649e-63,"0","Pdpn"
"Tubb6",7.32891361694294e-67,0.782016585391064,0.748,0.335,1.01512782508277e-62,"0","Tubb6"
"Perp",3.85765091011429e-66,0.637665115537781,0.864,0.445,5.3432322755993e-62,"0","Perp"
"Gm21190",3.94741630335161e-65,0.63339999171297,0.338,0.058,5.46756632177232e-61,"0","Gm21190"
"Hacd1",8.7467967725034e-64,0.644815452505734,0.557,0.177,1.21151882095945e-59,"0","Hacd1"
"Ltbp2",1.20393267893408e-61,0.660689379465693,0.321,0.056,1.66756715359159e-57,"0","Ltbp2"
"Tuba1a",1.34480602525463e-61,0.65415158899796,0.883,0.519,1.86269082558019e-57,"0","Tuba1a"
"Spon2",2.02025429155446e-61,0.604789797065019,0.667,0.23,2.79825421923209e-57,"0","Spon2"
"Chadl",4.05876114047653e-61,0.670819022277833,0.467,0.13,5.62179005567404e-57,"0","Chadl"
"Msn",2.33741116078608e-60,0.654025456686173,0.51,0.159,3.23754819880481e-56,"0","Msn"
"Ccnd2",3.04910462230218e-60,0.624940737991833,0.457,0.119,4.22331481235075e-56,"0","Ccnd2"
"Rbpms",5.38950459910733e-60,0.576225262411624,0.79,0.365,7.46500282022357e-56,"0","Rbpms"
"Gjb4",9.95968186869233e-60,0.578189004020843,0.317,0.056,1.37951553563258e-55,"0","Gjb4"
"Cfl1",2.94565429897795e-58,0.444792157201702,0.976,0.919,4.08002576951436e-54,"0","Cfl1"
"Mt2",6.70891355756209e-57,0.724418326351233,0.96,0.77,9.29251616857926e-53,"0","Mt2"
"Mt1",6.88117813053653e-57,0.694874688377902,0.964,0.897,9.53111982860615e-53,"0","Mt1"
"1500015O10Rik",5.27675866086258e-56,0.307700313814437,0.781,0.298,7.30883842116076e-52,"0","1500015O10Rik"
"1600014C10Rik",5.84899075727499e-56,0.397516643355451,0.879,0.399,8.10143709790159e-52,"0","1600014C10Rik"
"Ppic",3.24344698673473e-55,0.526498763400044,0.486,0.143,4.49249842132627e-51,"0","Ppic"
"Cpne8",2.50817041704227e-54,0.587075616545449,0.524,0.166,3.47406684464525e-50,"0","Cpne8"
"Cnn2",6.93098840575318e-54,0.563123568043195,0.717,0.311,9.60011204080873e-50,"0","Cnn2"
"Palld",4.19083219687756e-53,0.544713945710841,0.617,0.226,5.80472167589511e-49,"0","Palld"
"Slco2a1",4.81604858845673e-52,0.657685624988452,0.488,0.163,6.67070889987141e-48,"0","Slco2a1"
"Fam132a",3.66952149112169e-51,0.684997749322552,0.631,0.282,5.08265421735266e-47,"0","Fam132a"
"Tgfb1i1",4.33838086230199e-51,0.503511027982157,0.5,0.156,6.00909133237449e-47,"0","Tgfb1i1"
"Bcam",4.83883932816149e-51,0.616435633881813,0.614,0.254,6.70227635343649e-47,"0","Bcam"
"Fstl1",5.64747020208952e-51,0.479954178747428,0.393,0.101,7.82231097691419e-47,"0","Fstl1"
"Gem",2.24654426352469e-50,0.636099932953231,0.488,0.161,3.11168845940805e-46,"0","Gem"
"Mylk",7.29785913613608e-50,0.354968359988368,0.638,0.228,1.01082646894621e-45,"0","Mylk"
"Actn1",9.43214258443932e-50,0.637243052369437,0.717,0.365,1.30644606937069e-45,"0","Actn1"
"Ndufa11",1.8537981463995e-49,0.587598351170302,0.883,0.677,2.56769581257794e-45,"0","Ndufa11"
"Eif5a",3.48307414676604e-49,0.412732770040884,0.986,0.95,4.82440600068564e-45,"0","Eif5a"
"Vim",3.99376846858761e-49,0.37366322857071,0.674,0.263,5.53176870584069e-45,"0","Vim"
"Krt23",4.64185445458636e-49,0.603999292411141,0.433,0.131,6.42943260504756e-45,"0","Krt23"
"Tmsb10",1.43074763739563e-48,0.432997351870664,0.981,0.881,1.98172855255668e-44,"0","Tmsb10"
"Bok",4.07866301928832e-47,0.497825323674777,0.417,0.126,5.64935614801625e-43,"0","Bok"
"Id4",1.19794322642701e-46,0.547898611925122,0.471,0.15,1.65927116292406e-42,"0","Id4"
"Plat",4.99923612977839e-46,0.562585704131665,0.293,0.063,6.92444196335605e-42,"0","Plat"
"Gtf2f2",5.8536691368611e-46,0.601446833419695,0.552,0.232,8.10791712146631e-42,"0","Gtf2f2"
"Serpinb5",3.12812323188586e-45,0.649715285459689,0.66,0.333,4.33276348848511e-41,"0","Serpinb5"
"Il17b",5.38268029696463e-45,0.414478325904643,0.681,0.265,7.45555047932571e-41,"0","Il17b"
"Dpysl3",9.04329373491988e-45,0.452341674940423,0.395,0.113,1.25258661522375e-40,"0","Dpysl3"
"Nexn",3.70678505645083e-44,0.43901866420563,0.417,0.122,5.13426798169005e-40,"0","Nexn"
"Col14a1",1.43935901470137e-43,0.425390738138756,0.35,0.092,1.99365617126287e-39,"0","Col14a1"
"Ctsl",4.43091659682774e-43,0.519876966680253,0.89,0.6,6.13726257826611e-39,"0","Ctsl"
"Rsu1",5.5517390629125e-43,0.570052264996229,0.781,0.468,7.68971377604011e-39,"0","Rsu1"
"Calm2",6.07095070335404e-43,0.357268873244501,0.998,0.953,8.40887381921567e-39,"0","Calm2"
"Ak1",1.3775727609959e-42,0.496177902413493,0.274,0.06,1.90807603125543e-38,"0","Ak1"
"Lamb3",1.7894103298481e-42,0.516468472431652,0.462,0.164,2.47851224787261e-38,"0","Lamb3"
"Vcam1",1.89421759069336e-42,0.635684812331904,0.276,0.061,2.62368078486938e-38,"0","Vcam1"
"Pdlim4",4.38476417511977e-42,0.617523479669802,0.683,0.366,6.07333685895839e-38,"0","Pdlim4"
"Nkd1",3.06249185583704e-41,0.394818077853552,0.338,0.09,4.24185746951989e-37,"0","Nkd1"
"Ybx1",3.55259602876034e-41,0.37730704576764,0.986,0.942,4.92070075943594e-37,"0","Ybx1"
"Trim29",1.09413152372484e-40,0.48516774354875,0.421,0.143,1.51548157351127e-36,"0","Trim29"
"Rbm3",1.54955664836343e-40,0.45983392463476,0.924,0.716,2.14629091364819e-36,"0","Rbm3"
"Plekhb1",1.03066556297465e-39,0.563372656592885,0.54,0.233,1.42757487127618e-35,"0","Plekhb1"
"Pdgfa",1.07241615691484e-39,0.496624537085186,0.502,0.191,1.48540361894274e-35,"0","Pdgfa"
"Myl12a",1.13281910769268e-39,0.362113624042885,0.981,0.933,1.56906774606513e-35,"0","Myl12a"
"S100a16",1.6163486662803e-39,0.493188268468102,0.86,0.661,2.23880453766484e-35,"0","S100a16"
"Clic4",3.53069936239603e-39,0.532970494627804,0.455,0.177,4.89037168685474e-35,"0","Clic4"
"Marcksl1",6.55207448213406e-39,0.430880797678581,0.96,0.782,9.07527836520388e-35,"0","Marcksl1"
"Fbln2",9.79883910221313e-39,0.41769191197828,0.371,0.112,1.35723720404754e-34,"0","Fbln2"
"Tpt1",2.28973101516645e-38,0.298779088492,0.998,0.986,3.17150642910704e-34,"0","Tpt1"
"Prss23",4.19894084610824e-38,0.377632864542386,0.624,0.27,5.81595296594452e-34,"0","Prss23"
"Crispld2",4.34106292982114e-38,0.499849883542318,0.51,0.206,6.01280626409526e-34,"0","Crispld2"
"Col4a2",4.85083837419422e-38,0.403218651261541,0.381,0.119,6.71889623209642e-34,"0","Col4a2"
"Bgn",4.98411919162013e-38,0.482144565165837,0.417,0.141,6.90350349231304e-34,"0","Bgn"
"Rgs10",7.9656386355606e-38,0.505915562330716,0.369,0.12,1.1033206074115e-33,"0","Rgs10"
"Capzb",1.86774500440166e-37,0.442196748812271,0.864,0.671,2.58701360559674e-33,"0","Capzb"
"Bmp7",8.27988639454138e-37,0.40279996287676,0.321,0.092,1.14684706450793e-32,"0","Bmp7"
"Actb",1.05075996360926e-36,0.396658050262288,0.986,0.947,1.45540762559519e-32,"0","Actb"
"Slc7a5",2.15144550217631e-36,0.42406820593316,0.345,0.109,2.97996716506441e-32,"0","Slc7a5"
"Lhfp",2.577797961526e-36,0.377417846444284,0.548,0.216,3.57050795650966e-32,"0","Lhfp"
"Tm4sf1",2.78462812625473e-36,0.522606768436658,0.831,0.501,3.85698841767543e-32,"0","Tm4sf1"
"Ldhb",3.43346876431528e-36,0.466722025766683,0.767,0.446,4.75569758545309e-32,"0","Ldhb"
"Icam1",7.26986742469084e-36,0.494505607394145,0.612,0.297,1.00694933699393e-31,"0","Icam1"
"Col4a1",1.75622003843126e-35,0.40749033710526,0.443,0.16,2.43254037523114e-31,"0","Col4a1"
"Phlda3",1.90165398616468e-35,0.467090381760414,0.571,0.253,2.63398093623669e-31,"0","Phlda3"
"Col16a1",2.06483162484454e-35,0.479501711123299,0.45,0.175,2.85999828357217e-31,"0","Col16a1"
"Anxa6",4.39048832757675e-35,0.523044752168135,0.612,0.317,6.08126538252655e-31,"0","Anxa6"
"Map1lc3a",5.98433558245374e-35,0.459196868395765,0.757,0.457,8.28890321525667e-31,"0","Map1lc3a"
"Fblim1",6.78033129368169e-35,0.430301244930141,0.417,0.15,9.39143687487851e-31,"0","Fblim1"
"Sbspon",1.53120476357919e-34,0.421429340318406,0.355,0.114,2.12087171803354e-30,"0","Sbspon"
"Cda",1.94915406275441e-34,0.408527002435083,0.317,0.093,2.69977329232114e-30,"0","Cda"
"Tpm4",4.24490208605766e-34,0.476488256694222,0.719,0.451,5.87961387939847e-30,"0","Tpm4"
"Pde4b",7.34977685518583e-34,0.527368092445383,0.479,0.2,1.01801759221179e-29,"0","Pde4b"
"S100a14",9.47577290071012e-34,0.484514640086228,0.374,0.133,1.31248930447736e-29,"0","S100a14"
"Fhl2",1.55828372918631e-33,0.432663523712057,0.338,0.11,2.15837879329596e-29,"0","Fhl2"
"Aldh2",1.03188511243638e-32,0.470835098165945,0.79,0.52,1.42926406923563e-28,"0","Aldh2"
"Lmna",1.69653730246688e-32,0.403087681216261,0.967,0.838,2.34987381764687e-28,"0","Lmna"
"Calm1",2.46772953296782e-32,0.405976181969939,0.883,0.669,3.41805217611373e-28,"0","Calm1"
"Dnaja1",2.64055023326292e-32,0.477540403703074,0.938,0.774,3.65742612809247e-28,"0","Dnaja1"
"Dynll1",6.26298795478706e-32,0.367121640189321,0.962,0.829,8.67486461617555e-28,"0","Dynll1"
"Wnt6",6.84465704785425e-32,0.353910747820374,0.3,0.089,9.48053447698292e-28,"0","Wnt6"
"Ilk",1.21709040170263e-31,0.494070751615076,0.586,0.311,1.68579191539832e-27,"0","Ilk"
"Tnfrsf12a",1.65199288043392e-31,0.620863735794009,0.771,0.563,2.28817533868902e-27,"0","Tnfrsf12a"
"Pltp",1.86267692776249e-31,0.335246104331339,0.355,0.118,2.57999381264383e-27,"0","Pltp"
"Sostdc1",2.531815483577e-31,0.429007215261864,0.352,0.119,3.50681762630251e-27,"0","Sostdc1"
"Fam101b",7.53495183805054e-31,0.44807226136177,0.629,0.322,1.04366617908838e-26,"0","Fam101b"
"Fam129a",8.21264918456736e-31,0.324636439601104,0.314,0.096,1.13753403855443e-26,"0","Fam129a"
"Tnfrsf18",1.13809435409854e-30,0.382296591527047,0.295,0.092,1.57637448986188e-26,"0","Tnfrsf18"
"Aebp1",1.91919781942706e-30,0.392493338901906,0.3,0.093,2.65828089968842e-26,"0","Aebp1"
"Col17a1",7.47366807654405e-30,0.352515443084206,0.252,0.069,1.03517776528212e-25,"0","Col17a1"
"Lamc2",1.00312775601742e-29,0.418697451734496,0.29,0.092,1.38943225485973e-25,"0","Lamc2"
"Trp63",1.71578018839848e-29,0.344280370993158,0.279,0.082,2.37652713895073e-25,"0","Trp63"
"Rnase4",5.27458875217649e-29,0.32217952749104,0.5,0.216,7.30583288063965e-25,"0","Rnase4"
"Tpst1",1.07346895754442e-28,0.379701053174095,0.312,0.105,1.48686185309477e-24,"0","Tpst1"
"Gja1",2.25661038644513e-28,0.420987364835369,0.364,0.139,3.12563104626515e-24,"0","Gja1"
"Moxd1",2.82768746628277e-28,0.331514203153521,0.271,0.082,3.91662990954827e-24,"0","Moxd1"
"Gjb3",3.00604511046191e-28,0.373293441452175,0.262,0.08,4.1636730825008e-24,"0","Gjb3"
"Sdpr",1.01091484348588e-27,0.383304891923548,0.426,0.178,1.40021814971229e-23,"0","Sdpr"
"Atp1b3",1.19365133228899e-27,0.451870615388133,0.479,0.23,1.65332646035349e-23,"0","Atp1b3"
"Fosl1",2.02214793782521e-27,0.374279569919566,0.374,0.149,2.8008771086817e-23,"0","Fosl1"
"Msrb1",2.94291959940883e-27,0.428005605968498,0.795,0.618,4.07623793714117e-23,"0","Msrb1"
"Tes",3.88299439794339e-27,0.408940389490943,0.512,0.256,5.37833554059139e-23,"0","Tes"
"Pdlim7",8.79480791031188e-27,0.402951390748477,0.481,0.225,1.2181688436573e-22,"0","Pdlim7"
"Bdnf",9.78631515139897e-27,0.552892028085839,0.524,0.271,1.35550251162027e-22,"0","Bdnf"
"Itm2c",3.26070373376063e-26,0.414620382334267,0.824,0.602,4.51640074163185e-22,"0","Itm2c"
"Mdk",6.59879291712662e-26,0.340722234853265,0.46,0.202,9.13998806951208e-22,"0","Mdk"
"Capns1",2.46169776630341e-25,0.397001525345556,0.893,0.753,3.40969757610686e-21,"0","Capns1"
"Plpp1",5.70107181956082e-25,0.352141168179064,0.436,0.193,7.89655457727369e-21,"0","Plpp1"
"Rexo2",1.02265787712403e-24,0.395113444520345,0.762,0.547,1.4164834256045e-20,"0","Rexo2"
"Tubb5",1.0277054012827e-24,0.269511245946189,0.936,0.759,1.42347475131667e-20,"0","Tubb5"
"Etv4",1.05563848796752e-24,0.323923997940913,0.276,0.096,1.46216486968381e-20,"0","Etv4"
"Gpx8",4.47036334671866e-24,0.340134293451225,0.355,0.145,6.19190027154001e-20,"0","Gpx8"
"Rbm38",5.25289822122901e-24,0.291634811925108,0.295,0.105,7.27578932622431e-20,"0","Rbm38"
"Nhp2l1",6.19152035178641e-24,0.364086055092069,0.869,0.722,8.57587483925935e-20,"0","Nhp2l1"
"Gsn",9.53357134511826e-24,0.287990616340006,0.693,0.443,1.32049496701233e-19,"0","Gsn"
"Cnp",1.0267271230581e-23,0.354136788940733,0.517,0.268,1.42211973814778e-19,"0","Cnp"
"4930523C07Rik",1.07573737162316e-23,0.399763882081657,0.631,0.38,1.49000383343524e-19,"0","4930523C07Rik"
"Dag1",1.32347506701432e-23,0.361478421905038,0.495,0.258,1.83314531532153e-19,"0","Dag1"
"Rtn1",1.35853527058397e-23,0.30416514675217,0.274,0.093,1.88170720328586e-19,"0","Rtn1"
"Fbln7",1.39102146155116e-23,0.324032846456792,0.26,0.087,1.92670382639451e-19,"0","Fbln7"
"Pgam1",2.39623194892718e-23,0.409911663597098,0.724,0.549,3.31902087245903e-19,"0","Pgam1"
"Socs1",5.34538606761069e-23,0.313767225626741,0.283,0.103,7.40389424224757e-19,"0","Socs1"
"Prkcdbp",6.86192514884504e-23,0.377971026038473,0.562,0.315,9.50445252366527e-19,"0","Prkcdbp"
"Cisd1",8.57753479913447e-23,0.417618909144856,0.645,0.436,1.18807434502812e-18,"0","Cisd1"
"Set",1.34290146698053e-22,0.402236706091386,0.762,0.601,1.86005282191473e-18,"0","Set"
"Wsb1",1.51768271747433e-22,0.377212826382572,0.633,0.389,2.1021423319737e-18,"0","Wsb1"
"Prr7",1.96159153414126e-22,0.262703182562373,0.255,0.086,2.71700043393906e-18,"0","Prr7"
"Col9a2",2.3719433191696e-22,0.32584186519384,0.367,0.158,3.28537869138182e-18,"0","Col9a2"
"Rcn1",5.29441349253731e-22,0.356409954244567,0.538,0.303,7.33329212851343e-18,"0","Rcn1"
"Pard6g",5.34184108863819e-22,0.28413454799022,0.312,0.122,7.39898409187276e-18,"0","Pard6g"
"Ptpre",5.83573552125451e-22,0.302215353458103,0.3,0.114,8.08307727048962e-18,"0","Ptpre"
"Ptk7",6.91502855296618e-22,0.352786663673725,0.362,0.161,9.57800604871345e-18,"0","Ptk7"
"Ldha",1.0951215548238e-21,0.297908862896126,0.936,0.834,1.51685286558644e-17,"0","Ldha"
"Nop58",1.75487321557696e-21,0.50607956630209,0.633,0.429,2.43067489089565e-17,"0","Nop58"
"Gnas",2.66284610491196e-21,0.250279292687404,0.967,0.93,3.68830813991356e-17,"0","Gnas"
"Sepw1",2.71141005288144e-21,0.343510007418295,0.81,0.622,3.75557406424608e-17,"0","Sepw1"
"Aldoa",3.36088169357841e-21,0.341158797708358,0.912,0.808,4.65515723377546e-17,"0","Aldoa"
"Pmepa1",6.93161629609515e-21,0.456030996631163,0.393,0.196,9.60098173172139e-17,"0","Pmepa1"
"Nrtn",1.02308307812974e-20,0.373323007005021,0.567,0.328,1.41707237151751e-16,"0","Nrtn"
"Galnt18",1.6992514655804e-20,0.352694239701735,0.417,0.21,2.35363320497541e-16,"0","Galnt18"
"Srm",1.73211829999182e-20,0.415814194567985,0.557,0.345,2.39915705731867e-16,"0","Srm"
"Cnn3",5.23346502238493e-20,0.305926013221797,0.89,0.747,7.24887240250537e-16,"0","Cnn3"
"Mlf2",5.70976738701649e-20,0.349144091377203,0.788,0.623,7.90859880775654e-16,"0","Mlf2"
"Sh3bgrl",8.30750303915193e-20,0.350677417036963,0.56,0.338,1.15067224595293e-15,"0","Sh3bgrl"
"Sdc1",8.57802971600226e-20,0.368628877065509,0.44,0.235,1.18814289596347e-15,"0","Sdc1"
"Atp1a1",1.52733800040001e-19,0.356957048541408,0.8,0.623,2.11551586435405e-15,"0","Atp1a1"
"Plxdc2",1.75194416370604e-19,0.269195786028217,0.302,0.121,2.42661786114924e-15,"0","Plxdc2"
"Ggt1",3.11628667892493e-19,0.319397805150436,0.355,0.165,4.31636867897891e-15,"0","Ggt1"
"Oxct1",4.23846612787512e-19,0.358870432242037,0.483,0.272,5.87069943371983e-15,"0","Oxct1"
"Sec13",4.40183429262309e-19,0.361551209739748,0.612,0.404,6.09698067871224e-15,"0","Sec13"
"Gstm5",4.96399827837108e-19,0.375075603947683,0.564,0.353,6.87563401537179e-15,"0","Gstm5"
"Slc6a6",5.33526262721184e-19,0.348149808644592,0.317,0.138,7.38987226495112e-15,"0","Slc6a6"
"Ywhah",5.71005174284933e-19,0.337172317871872,0.721,0.508,7.90899266902061e-15,"0","Ywhah"
"Zfp36l1",6.32168047832245e-19,0.301274793949685,0.843,0.648,8.75615963052442e-15,"0","Zfp36l1"
"Itga6",6.56814225774049e-19,0.344500501870742,0.45,0.242,9.09753384119635e-15,"0","Itga6"
"Dusp6",7.60691136373763e-19,0.333737351105922,0.588,0.358,1.0536332929913e-14,"0","Dusp6"
"H2afy2",8.58895996147803e-19,0.290558031248733,0.305,0.131,1.18965684426432e-14,"0","H2afy2"
"Bambi",1.08887068549939e-18,0.372306888147916,0.421,0.212,1.50819478648521e-14,"0","Bambi"
"Serpinb6a",1.13395009918976e-18,0.276632029407675,0.498,0.268,1.57063428238773e-14,"0","Serpinb6a"
"Tprgl",2.04173915484512e-18,0.335821588344884,0.626,0.407,2.82801290337597e-14,"0","Tprgl"
"Hspa2",2.36285459001426e-18,0.440998147202389,0.307,0.136,3.27278989262875e-14,"0","Hspa2"
"Rab20",2.69507212669087e-18,0.511298193502209,0.536,0.349,3.73294440267952e-14,"0","Rab20"
"App",3.36568501527189e-18,0.30636839772055,0.79,0.598,4.66181031465309e-14,"0","App"
"Cox6c",3.43896840033339e-18,0.279464097620067,0.914,0.848,4.76331513130178e-14,"0","Cox6c"
"Snrpf",4.48964385342589e-18,0.347539810239071,0.726,0.548,6.2186057013802e-14,"0","Snrpf"
"Alpl",5.56881466109486e-18,0.274789349306693,0.338,0.153,7.71336518708249e-14,"0","Alpl"
"Hacd2",8.15361851169092e-18,0.307529759723663,0.488,0.277,1.12935770005431e-13,"0","Hacd2"
"Thbs1",9.49696736819739e-18,0.360879221216115,0.352,0.171,1.31542495016902e-13,"0","Thbs1"
"Arl1",1.14342179874779e-17,0.320004915467302,0.731,0.548,1.58375353344557e-13,"0","Arl1"
"Cacybp",1.67506057390819e-17,0.334537431470393,0.652,0.462,2.32012640092024e-13,"0","Cacybp"
"Maff",1.75418066374277e-17,0.363321216365353,0.738,0.543,2.42971563735011e-13,"0","Maff"
"Pebp1",1.824969314559e-17,0.272565696291432,0.924,0.811,2.52776499759567e-13,"0","Pebp1"
"Rcn2",2.41771829854887e-17,0.341291053078302,0.557,0.356,3.34878161532003e-13,"0","Rcn2"
"Pde12",2.81102059754582e-17,0.383816303096243,0.357,0.178,3.89354462966071e-13,"0","Pde12"
"Fermt1",2.91322661392902e-17,0.357832988644829,0.302,0.136,4.03511018295309e-13,"0","Fermt1"
"Ppib",3.49505305230308e-17,0.300256102697323,0.86,0.721,4.84099798274499e-13,"0","Ppib"
"Asph",3.84947759682562e-17,0.252955161708604,0.374,0.182,5.33191141936317e-13,"0","Asph"
"Pdlim3",4.30623569283901e-17,0.289509472514605,0.619,0.382,5.96456705815131e-13,"0","Pdlim3"
"Ncl",6.8086021626429e-17,0.273328985623418,0.883,0.781,9.43059485547669e-13,"0","Ncl"
"Aplp2",6.92282104696541e-17,0.298265864074767,0.71,0.514,9.58879943215179e-13,"0","Aplp2"
"Sgk1",7.36513979614211e-17,0.447774220956053,0.69,0.506,1.02014551316364e-12,"0","Sgk1"
"Ptms",7.54079751684598e-17,0.303703434035354,0.717,0.515,1.04447586405834e-12,"0","Ptms"
"Adgrg1",7.73556075585217e-17,0.268911249066781,0.281,0.121,1.07145252029308e-12,"0","Adgrg1"
"Mcm3",8.86596997932077e-17,0.330172359498994,0.283,0.129,1.22802550183572e-12,"0","Mcm3"
"Hspe1",9.36863140962059e-17,0.296641684513329,0.843,0.708,1.29764913654655e-12,"0","Hspe1"
"Reep3",1.20775421801547e-16,0.299175641410783,0.39,0.202,1.67286036737322e-12,"0","Reep3"
"Calr",2.16137567778174e-16,0.285624857527939,0.848,0.695,2.99372145129548e-12,"0","Calr"
"Ppp1r12a",2.29711852441783e-16,0.262449192658172,0.469,0.262,3.18173886817113e-12,"0","Ppp1r12a"
"Hspa5",2.44464170665817e-16,0.268594154488982,0.902,0.822,3.38607322789223e-12,"0","Hspa5"
"Tuba1c",3.02907412773301e-16,0.369276022712758,0.748,0.571,4.19557057432299e-12,"0","Tuba1c"
"Nasp",3.18607468531271e-16,0.325582578706836,0.448,0.259,4.41303204662663e-12,"0","Nasp"
"Mat2a",3.42304218155282e-16,0.344707012644529,0.629,0.432,4.74125572566881e-12,"0","Mat2a"
"Snrpb",3.85200211345879e-16,0.255722749443064,0.898,0.781,5.33540812735177e-12,"0","Snrpb"
"Smad7",4.19683922891806e-16,0.38134977029808,0.374,0.203,5.81304201597441e-12,"0","Smad7"
"2010111I01Rik",5.21347278613844e-16,0.307402163990699,0.39,0.205,7.22118115608035e-12,"0","2010111I01Rik"
"Ran",6.13822542152898e-16,0.258289157197235,0.883,0.775,8.50205603135979e-12,"0","Ran"
"Tfap2c",7.0052430041467e-16,0.30907655078965,0.476,0.276,9.70296208504359e-12,"0","Tfap2c"
